product_name,price,barcode,date,source_file,llm_action,pyfooda_name,grams_in_name
MOZZARELLA 125GR,1.39,800043013530,2024-03-05,2024_03_05.csv,match,MOZZARELLA CHEESE,125.0
MOZZARELLA 125GR,1.39,800043013530,2024-03-05,2024_03_05.csv,match,MOZZARELLA CHEESE,125.0
HUMMUS,1.99,540011238642,2024-03-05,2024_03_05.csv,ignore,,nan
HUMMUS,1.99,540011238642,2024-03-05,2024_03_05.csv,ignore,,nan
JAMBON CUIT AU FOU,4.02,225876004020,2024-03-05,2024_03_05.csv,ignore,,nan
JAMBON CUIT AU FOU,4.02,225876004020,2024-03-05,2024_03_05.csv,ignore,,nan
JAMBON CUIT AU FOU,4.02,225876004020,2024-03-05,2024_03_05.csv,ignore,,nan
JAMBON CUIT AU FOU,4.02,225876004020,2024-03-05,2024_03_05.csv,ignore,,nan
JAMBON CUIT AU FOU,4.05,225876004051,2024-03-05,2024_03_05.csv,ignore,,nan
CREME 20 CL,0.69,540063173439,2024-03-05,2024_03_05.csv,match,CREME FRAICHE,200.0
CREME 20 CL,0.69,540063173439,2024-03-05,2024_03_05.csv,match,CREME FRAICHE,200.0
CREME 20 CL,0.69,540063173439,2024-03-05,2024_03_05.csv,match,CREME FRAICHE,200.0
OEUFS COLUMBUS,3.95,541049600046,2024-03-05,2024_03_05.csv,ignore,,nan
OEUFS COLUMBUS,3.95,541049600046,2024-03-05,2024_03_05.csv,ignore,,nan
FROMAGE ENTIE,1.89,871280000066,2024-03-05,2024_03_05.csv,ignore,,nan
500G SP K LAIT CHO,5.49,505931902579,2024-03-24,2024_03_24.csv,ignore,,nan
500G SP K LAIT CHO,5.49,505931902579,2024-03-24,2024_03_24.csv,ignore,,nan
"1,25 KG X",5.49,2148,2024-03-24,2024_03_24.csv,ignore,,nan
SOMA MULTIGRAIN 40,2.49,871089902039,2024-03-24,2024_03_24.csv,ignore,,nan
CHICKEN NUGGETS,5.69,505175100054,2024-03-24,2024_03_24.csv,match,CHICKEN,nan
JAMBON A L OS AUTH,4.62,2208488,2024-03-24,2024_03_24.csv,ignore,,nan
JAMBON A L OS AUTH,4.71,2208488,2024-03-24,2024_03_24.csv,ignore,,nan
JAMBON A L OS AUTH,4.68,2208488,2024-03-24,2024_03_24.csv,ignore,,nan
JAMBON A L OS AUTH,4.68,2208488,2024-03-24,2024_03_24.csv,ignore,,nan
350G CHOCO-CARAMEL,3.19,540011369008,2024-03-24,2024_03_24.csv,match,CARAMEL,350.0
CIBOULETTE BIO,2.29,540011957593,2024-03-24,2024_03_24.csv,ignore,,nan
340G PAIN TOM KET,2.05,871570012205,2024-03-24,2024_03_24.csv,match,BREAD,340.0
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-24,2024_03_24.csv,match,BREAD,nan
DLL SAMOURAI TD,1.39,540011302806,2024-03-24,2024_03_24.csv,match,MAYONNAISE,200
DLL MAYO TD,1.25,540011300584,2024-03-24,2024_03_24.csv,match,MAYONNAISE,nan
450G DLL POIS BIOL,1.29,540011127155,2024-03-24,2024_03_24.csv,ignore,,nan
DLL PAP. CUISSON,1.99,540011366622,2024-03-24,2024_03_24.csv,ignore,,nan
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-24,2024_03_24.csv,match,BREAD,nan
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-24,2024_03_24.csv,match,BREAD,nan
BIO CAROTTES,2.39,540011239500,2024-03-24,2024_03_24.csv,ignore,,nan
CAMP FROM FR ENT,4.45,871280000060,2024-03-24,2024_03_24.csv,match,BREAD,500
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-24,2024_03_24.csv,match,BREAD,nan
PATE DE LARD 1L,4.59,540011362228,2024-03-24,2024_03_24.csv,ignore,,nan
MANGUE,2.99,540011594346,2024-03-24,2024_03_24.csv,match,MANGO,nan
200G SM MINI TORTI,4.98,731131038417,2024-03-24,2024_03_24.csv,ignore,,nan
SALADE POULET,2.19,540011356113,2024-03-24,2024_03_24.csv,match,CHICKEN,nan
DES DE POULET,7.0,2205567007006,2024-03-24,2024_03_24.csv,match,CHICKEN,nan
BIO BANANEN,2.59,401407169271,2024-03-24,2024_03_24.csv,ignore,,nan
DLL YA MAIG NAT 8X,1.39,540011300584,2024-03-24,2024_03_24.csv,match,YOGURT,800
220G PAIN 8X,1.39,2205020007094,2024-03-24,2024_03_24.csv,match,BREAD,220.0
EMINCE POULET,7.09,2290520,2024-03-24,2024_03_24.csv,match,CHICKEN,nan
FAIREBEL 1/2 E,8.09,542502728002,2024-03-24,2024_03_24.csv,match,MILK,nan
ECHALOTES 500G,1.05,540011355008,2024-03-24,2024_03_24.csv,ignore,,nan
KLEEN GREEN XL 4 STUK,4.65,541174000844,2024-03-24,2024_03_24.csv,match,GREEN TEA,nan
MYRTILLES 500GR,7.29,540011959739,2024-03-24,2024_03_24.csv,ignore,,nan
EM 335G RHUBARBE,4.29,360858004773,2024-03-24,2024_03_24.csv,ignore,,nan
SUZI CHOCO LAIT 8P,4.09,541012601257,2024-03-24,2024_03_24.csv,match,CHOCOLATE,200
MANDARINES FEUILLE,4.09,541012601257,2024-03-24,2024_03_24.csv,ignore,,nan
ELEC CHEQ REPAS,153.4,,2024-03-24,2024_03_24.csv,ignore,,nan
365 HARICOTS V COU,1.29,540060101024,2024-03-25,2024_03_25.csv,ignore,,nan
450G QUAK MEUS NOI,4.99,8710398507142,2024-03-25,2024_03_25.csv,ignore,,nan
450G QUAK MUE MULT,3.99,8710398503244,2024-03-25,2024_03_25.csv,ignore,,nan
75 NUVOOLA 19R BIO,15.98,540011755368,2024-03-25,2024_03_25.csv,ignore,,nan
40G DLL PATE NOI,2.55,540011369649,2024-03-25,2024_03_25.csv,match,PIE CRUST,400
400G PATE NOI CRU,3.45,540011369650,2024-03-25,2024_03_25.csv,match,PIE CRUST,400
400G PATE NOI CRU,3.45,540011369650,2024-03-25,2024_03_25.csv,match,PIE CRUST,400
400G DLL PATE NOI,2.55,540011369649,2024-03-25,2024_03_25.csv,match,PIE CRUST,400
KIWI GROEN XL 4 STUK,4.65,541174000844,2024-03-25,2024_03_25.csv,match,KIWI,nan
185G LAYS S4BL PEP,1.99,871039852422,2024-03-25,2024_03_25.csv,ignore,,nan
LAISE NATUREL,2.09,871039852408,2024-03-25,2024_03_25.csv,ignore,,nan
3X200G THON NATURE,3.65,540011365642,2024-03-25,2024_03_25.csv,match,TUNA,600
125G D365 MAQ TOUR,1.25,540011365658,2024-03-25,2024_03_25.csv,match,MACKEREL,125
125G D365 MAQ TOUR,1.25,540011365658,2024-03-25,2024_03_25.csv,match,MACKEREL,125
HET TRAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25.csv,match,BREAD,nan
250G CRUNCHY BIO,4.79,805257509042,2024-03-25,2024_03_25.csv,ignore,,nan
365 HARICOTS V COU,1.29,540060101024,2024-03-25,2024_03_25.csv,ignore,,nan
FRAISES FANTIER,8.69,54002728016,2024-03-25,2024_03_25.csv,ignore,,nan
HET TRAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25.csv,match,BREAD,nan
DLL OEUFS BIO MIX,2.95,540011210790,2024-03-25,2024_03_25.csv,ignore,,nan
BIO CAROTTES,2.39,540011239500,2024-03-25,2024_03_25.csv,ignore,,nan
LINDT EXCELLENCE,2.39,304692002836,2024-03-25,2024_03_25.csv,ignore,,nan
LINDT EXCELLENCE,2.39,304692002836,2024-03-25,2024_03_25.csv,ignore,,nan
BIO CAROTTES,2.39,540011239500,2024-03-25,2024_03_25.csv,ignore,,nan
LINDT EXCELLENCE,2.39,304692002836,2024-03-25,2024_03_25.csv,ignore,,nan
LINDT EXCELLENCE,2.39,304692002836,2024-03-25,2024_03_25.csv,ignore,,nan
2145,2.49,8710398502039,2024-03-25,2024_03_25.csv,ignore,,nan
BIO BANANEN,2.59,401407169271,2024-03-25,2024_03_25.csv,ignore,,nan
AVOCAT,0.0,2205567007051,2024-03-25,2024_03_25.csv,match,AVOCADO,nan
6PC POMME PINK LAD,3.99,370047661163,2024-03-25,2024_03_25.csv,match,APPLE,900
6PC POMME PINK LAD,3.99,370047661163,2024-03-25,2024_03_25.csv,match,APPLE,900
DES DE POULET,7.05,2205567007235,2024-03-25,2024_03_25.csv,match,CHICKEN,nan
DES DE POULET,7.23,2205567007235,2024-03-25,2024_03_25.csv,match,CHICKEN,nan
DES DE POULET,7.05,2205567007235,2024-03-25,2024_03_25.csv,match,CHICKEN,nan
DES DE POULET,7.18,2205567007235,2024-03-25,2024_03_25.csv,match,CHICKEN,nan
DES DE POULET,7.05,2205567007235,2024-03-25,2024_03_25.csv,match,CHICKEN,nan
DES DE POULET,7.29,2205567007235,2024-03-25,2024_03_25.csv,match,CHICKEN,nan
JAMBON A L OS AUTH,4.62,2208488,2024-03-25,2024_03_25.csv,ignore,,nan
JAMBON A L OS AUTH,4.71,2208488,2024-03-25,2024_03_25.csv,ignore,,nan
JAMBON A L OS AUTH,4.68,2208488,2024-03-25,2024_03_25.csv,ignore,,nan
JAMBON A L OS AUTH,4.65,2208488,2024-03-25,2024_03_25.csv,ignore,,nan
JAMBON A L OS AUTH,4.65,2208488,2024-03-25,2024_03_25.csv,ignore,,nan
JAMBON A L OS AUTH,4.68,2208488,2024-03-25,2024_03_25.csv,ignore,,nan
BOURSIN POIVRE,3.85,317546000006,2024-03-25,2024_03_25.csv,ignore,,nan
BOURSIN POIVRE,3.85,317546000006,2024-03-25,2024_03_25.csv,ignore,,nan
PHILADELPHIA ORIGI,3.15,762221095556,2024-03-25,2024_03_25.csv,match,CREAM CHEESE,nan
PETIT LION HOM NA,1.29,540011960123,2024-03-25,2024_03_25.csv,ignore,,nan
PETIT LION HOM NA,1.29,540011960123,2024-03-25,2024_03_25.csv,ignore,,nan
PETIT LION HOM NA,1.29,540011960123,2024-03-25,2024_03_25.csv,ignore,,nan
DLH BEURRE BIO,3.19,540011210050,2024-03-25,2024_03_25.csv,match,BUTTER,nan
AUBEL BEURRE 500G,8.79,541060301789,2024-03-25,2024_03_25.csv,match,BUTTER,500.0
500G SP K LAIT CHO,5.49,505931902579,2024-03-25,2024_03_25_b.csv,ignore,,nan
500G SP K LAIT CHO,5.49,505931902579,2024-03-25,2024_03_25_b.csv,ignore,,nan
"1,25 KG X",5.49,2148,2024-03-25,2024_03_25_b.csv,ignore,,nan
SOMA MULTIGRAIN 40,2.49,871089902039,2024-03-25,2024_03_25_b.csv,ignore,,nan
CHICKEN NUGGETS,5.69,5058175100054,2024-03-25,2024_03_25_b.csv,match,CHICKEN,nan
JAMBON A L OS AUTH,4.62,2208488,2024-03-25,2024_03_25_b.csv,ignore,,nan
JAMBON A L OS AUTH,4.71,2208488,2024-03-25,2024_03_25_b.csv,ignore,,nan
JAMBON A L OS AUTH,4.68,2208488,2024-03-25,2024_03_25_b.csv,ignore,,nan
JAMBON A L OS AUTH,4.68,2208488,2024-03-25,2024_03_25_b.csv,ignore,,nan
350G CHOCO-CARAMEL,3.19,540011369008,2024-03-25,2024_03_25_b.csv,match,CARAMEL,350.0
CIBOULETTE BIO,2.29,540011957593,2024-03-25,2024_03_25_b.csv,ignore,,nan
340G PAIN TOM KET,2.05,871570012205,2024-03-25,2024_03_25_b.csv,match,BREAD,340.0
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25_b.csv,match,BREAD,nan
DLL SAMOURAI TD,1.39,540011302806,2024-03-25,2024_03_25_b.csv,match,MAYONNAISE,200
DLL MAYO TD,1.25,540011300584,2024-03-25,2024_03_25_b.csv,match,MAYONNAISE,nan
DLL POULES POUSS,1.19,540011123637,2024-03-25,2024_03_25_b.csv,ignore,,nan
280G DLL ARTICH GR,3.69,540011303216,2024-03-25,2024_03_25_b.csv,ignore,,280.0
JEUNE POUSS MIX,1.39,540011238574,2024-03-25,2024_03_25_b.csv,ignore,,nan
6 WRAPS DE BLE,1.49,540011355195,2024-03-25,2024_03_25_b.csv,ignore,,nan
450G DLL POIS BIOL,1.29,540011127155,2024-03-25,2024_03_25_b.csv,ignore,,nan
DLL PAP. CUISSON,1.99,540011366622,2024-03-25,2024_03_25_b.csv,ignore,,nan
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25_b.csv,match,BREAD,nan
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25_b.csv,match,BREAD,nan
BIO CAROTTES,2.39,540011239500,2024-03-25,2024_03_25_b.csv,ignore,,nan
CAMP FROM FR ENT,4.45,871280000060,2024-03-25,2024_03_25_b.csv,match,BREAD,500
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25_b.csv,match,BREAD,nan
PATEE IL,4.59,540011352228,2024-03-25,2024_03_25_b.csv,ignore,,nan
MANGUE,2.99,540011594346,2024-03-25,2024_03_25_b.csv,match,MANGO,nan
200G SM MINI TORTI,4.98,731131038417,2024-03-25,2024_03_25_b.csv,ignore,,nan
SALADE POULET,2.19,540011356113,2024-03-25,2024_03_25_b.csv,match,CHICKEN,nan
DES DE POULET,7.0,2205567007006,2024-03-25,2024_03_25_b.csv,match,CHICKEN,nan
BIO BANANEN,2.59,401407169271,2024-03-25,2024_03_25_b.csv,ignore,,nan
DLL YA MAIG NAT 8X,1.39,540011300584,2024-03-25,2024_03_25_b.csv,match,YOGURT,800
220G PAIN,1.99,2290520007094,2024-03-25,2024_03_25_b.csv,match,BREAD,220.0
EMINCE POULET,7.09,2290520,2024-03-25,2024_03_25_b.csv,match,CHICKEN,nan
FAIREBEL 1/2 E,8.09,542502728002,2024-03-25,2024_03_25_b.csv,match,MILK,nan
ECHALOTES 500G,1.05,540011355008,2024-03-25,2024_03_25_b.csv,ignore,,nan
KLEIN GREEN XL 4 STUK,4.65,541174000844,2024-03-25,2024_03_25_b.csv,match,GREEN TEA,nan
MYRTILLES 500GR,7.29,540011959739,2024-03-25,2024_03_25_b.csv,ignore,,nan
EM 335G RHUBARBE,4.29,360858004773,2024-03-25,2024_03_25_b.csv,ignore,,nan
SUZI CHOCO LAIT 8P,4.09,541012601257,2024-03-25,2024_03_25_b.csv,match,CHOCOLATE,200
MANDARINES FEUILLE,4.04,"0,965 Kg x",2024-03-25,2024_03_25_b.csv,ignore,,nan
ELEC CHEQ REPAS,153.4,,2024-03-25,2024_03_25_b.csv,ignore,,nan
365 HARICOTS V COU,1.29,540060101024,2024-03-30,2024_03_30.csv,ignore,,nan
450G QUAK MEUS NOI,4.99,8710398507142,2024-03-30,2024_03_30.csv,ignore,,nan
450G QUAK MUE MULT,3.99,8710398503244,2024-03-30,2024_03_30.csv,ignore,,nan
75 NUVOOLA 19R BIO,15.98,540011755368,2024-03-30,2024_03_30.csv,ignore,,nan
40G DLL PATE NOI,2.55,540011369649,2024-03-30,2024_03_30.csv,match,PIE CRUST,400
400G PATE NOI CRU,3.45,540011369650,2024-03-30,2024_03_30.csv,match,PIE CRUST,400
400G PATE NOI CRU,3.45,540011369650,2024-03-30,2024_03_30.csv,match,PIE CRUST,400
400G DLL PATE NOI,2.55,540011369649,2024-03-30,2024_03_30.csv,match,PIE CRUST,400
KIWI GROEN XL 4 STUK,4.65,541174000844,2024-03-30,2024_03_30.csv,match,KIWI,nan
185G LAYS S4BL PEP,1.99,871039852422,2024-03-30,2024_03_30.csv,ignore,,nan
LAISE NATUREL,2.09,871039851408,2024-03-30,2024_03_30.csv,ignore,,nan
3X200G THON NATURE,3.65,540011365642,2024-03-30,2024_03_30.csv,match,TUNA,600
125G D365 MAQ TOUR,1.25,540011365658,2024-03-30,2024_03_30.csv,match,MACKEREL,125
125G D365 MAQ TOUR,1.25,540011365658,2024-03-30,2024_03_30.csv,match,MACKEREL,125
HET TRAGSTE BROOD P,4.5,543000017740,2024-03-30,2024_03_30.csv,match,BREAD,nan
250G CRUNCHY BIO,4.79,805257509042,2024-03-30,2024_03_30.csv,ignore,,nan
365 HARICOTS V COU,1.29,540060101024,2024-03-30,2024_03_30.csv,ignore,,nan
FRAISES FANTIER,8.69,54002728016,2024-03-30,2024_03_30.csv,ignore,,nan
HET TRAGSTE BROOD P,4.5,543000017740,2024-03-30,2024_03_30.csv,match,BREAD,nan
DLL OEUFS BIO MIX,2.95,540011210790,2024-03-30,2024_03_30.csv,ignore,,nan
BIO CAROTTES,2.39,540011239500,2024-03-30,2024_03_30.csv,ignore,,nan
LINDT EXCELLENCE,2.39,304692002836,2024-03-30,2024_03_30.csv,ignore,,nan
LINDT EXCELLENCE,2.39,304692002836,2024-03-30,2024_03_30.csv,ignore,,nan
BIO CAROTTES,2.39,540011239500,2024-03-30,2024_03_30.csv,ignore,,nan
LINDT EXCELLENCE,2.39,304692002836,2024-03-30,2024_03_30.csv,ignore,,nan
LINDT EXCELLENCE,2.39,304692002836,2024-03-30,2024_03_30.csv,ignore,,nan
2145,2.49,8710398502039,2024-03-30,2024_03_30.csv,ignore,,nan
BIO BANANEN,2.59,401407169271,2024-03-30,2024_03_30.csv,ignore,,nan
AVOCAT,0.0,2205567007051,2024-03-30,2024_03_30.csv,match,AVOCADO,nan
6PC POMME PINK LAD,3.99,370047661163,2024-03-30,2024_03_30.csv,match,APPLE,900
6PC POMME PINK LAD,3.99,370047661163,2024-03-30,2024_03_30.csv,match,APPLE,900
DES DE POULET,7.05,2205567007235,2024-03-30,2024_03_30.csv,match,CHICKEN,nan
DES DE POULET,7.23,2205567007235,2024-03-30,2024_03_30.csv,match,CHICKEN,nan
DES DE POULET,7.05,2205567007235,2024-03-30,2024_03_30.csv,match,CHICKEN,nan
DES DE POULET,7.18,2205567007235,2024-03-30,2024_03_30.csv,match,CHICKEN,nan
DES DE POULET,7.05,2205567007235,2024-03-30,2024_03_30.csv,match,CHICKEN,nan
DES DE POULET,7.29,2205567007235,2024-03-30,2024_03_30.csv,match,CHICKEN,nan
JAMBON A L OS AUTH,4.62,2208488,2024-03-30,2024_03_30.csv,ignore,,nan
JAMBON A L OS AUTH,4.71,2208488,2024-03-30,2024_03_30.csv,ignore,,nan
JAMBON A L OS AUTH,4.68,2208488,2024-03-30,2024_03_30.csv,ignore,,nan
JAMBON A L OS AUTH,4.65,2208488,2024-03-30,2024_03_30.csv,ignore,,nan
JAMBON A L OS AUTH,4.65,2208488,2024-03-30,2024_03_30.csv,ignore,,nan
JAMBON A L OS AUTH,4.68,2208488,2024-03-30,2024_03_30.csv,ignore,,nan
BOURSIN POIVRE,3.85,317546000006,2024-03-30,2024_03_30.csv,ignore,,nan
BOURSIN POIVRE,3.85,317546000006,2024-03-30,2024_03_30.csv,ignore,,nan
PHILADELPHIA ORIGI,3.15,762221095556,2024-03-30,2024_03_30.csv,match,CREAM CHEESE,nan
PETIT LION HOM NA,1.29,540011960123,2024-03-30,2024_03_30.csv,ignore,,nan
PETIT LION HOM NA,1.29,540011960123,2024-03-30,2024_03_30.csv,ignore,,nan
PETIT LION HOM NA,1.29,540011960123,2024-03-30,2024_03_30.csv,ignore,,nan
DLH BEURRE BIO,3.19,540011210050,2024-03-30,2024_03_30.csv,match,BUTTER,nan
AUBEL BEURRE 500G,8.79,541060301789,2024-03-30,2024_03_30.csv,match,BUTTER,500.0
3 MOUSQUET NOIS BIO,4.99,5407006863033,2024-04-18,2024_04_18.csv,ignore,,nan
250G CRUNCHY BIO,4.79,8025475009042,2024-04-18,2024_04_18.csv,ignore,,nan
FASTER 1/2 E,0.99,5430002280022,2024-04-18,2024_04_18.csv,ignore,,nan
KROK FLOCONS LAIT,5.15,8715707119526,2024-04-18,2024_04_18.csv,ignore,,nan
AVOCAT,1.89,5400111956924,2024-04-18,2024_04_18.csv,match,AVOCADO,nan
FILET POITRINE DE,10.83,2208537,2024-04-18,2024_04_18.csv,match,PORK,400
FILET POITRINE DE,10.71,2208537,2024-04-18,2024_04_18.csv,match,PORK,400
DES DE POULET,7.11,2205567,2024-04-18,2024_04_18.csv,match,CHICKEN,nan
DES DE POULET,7.19,2205567,2024-04-18,2024_04_18.csv,match,CHICKEN,nan
DRAGAS,5.69,501232345006,2024-04-18,2024_04_18.csv,ignore,,nan
HACHIS PORC-VEAU,5.35,2018040105934,2024-04-18,2024_04_18.csv,ignore,,nan
HACHIS PORC-VEAU,5.38,2018040105934,2024-04-18,2024_04_18.csv,ignore,,nan
CONCOMBRE 4PC,2.19,5400119569706,2024-04-18,2024_04_18.csv,ignore,,nan
TOMATES CERISE 1KG,6.99,5400117559532,2024-04-18,2024_04_18.csv,match,TOMATO,1000.0
HET TRAAGSTE BROOD P,4.9,543000017740,2024-04-18,2024_04_18.csv,match,BREAD,nan
LINDEX EXCELLENCE,2.29,3046920028366,2024-04-18,2024_04_18.csv,ignore,,nan
LINDEX EXCELLENCE,2.29,3046920028366,2024-04-18,2024_04_18.csv,ignore,,nan
MOZZARELLA 125GR,1.39,8000430131033,2024-04-18,2024_04_18.csv,match,MOZZARELLA CHEESE,125.0
MOZZARELLA MAXI,2.69,8000430131033,2024-04-18,2024_04_18.csv,match,MOZZARELLA CHEESE,nan
MOZZARELLA 125GR,1.39,8000430131033,2024-04-18,2024_04_18.csv,match,MOZZARELLA CHEESE,125.0
SAUMON FUME DL,5.49,5400119559426,2024-04-18,2024_04_18.csv,match,SALMON,nan
MOZZARELLA MAXI,2.69,8000430131033,2024-04-18,2024_04_18.csv,match,MOZZARELLA CHEESE,nan
MOZZARELLA 125GR,1.39,8000430131033,2024-04-18,2024_04_18.csv,match,MOZZARELLA CHEESE,125.0
MOZZARELLA 125GR,1.39,8000430131033,2024-04-18,2024_04_18.csv,match,MOZZARELLA CHEESE,125.0
SAUMON FUME DL,5.49,5400119559426,2024-04-18,2024_04_18.csv,match,SALMON,nan
POISSON NUGGETS,5.69,5410001515005,2024-04-18,2024_04_18.csv,ignore,,nan
EPINARDS 500GR,2.99,5410487002344,2024-04-18,2024_04_18.csv,match,SPINACH,500.0
HET TRAAGSTE BROOD P,4.9,543000017740,2024-04-18,2024_04_18.csv,match,BREAD,nan
BISCUITS BAGUE,2.29,5410001515005,2024-04-18,2024_04_18.csv,ignore,,nan
ROSETTE PURE PORC,1.99,5400112721018,2024-04-18,2024_04_18.csv,ignore,,nan
TORTELLIS BASIL,2.49,5400119755333,2024-04-18,2024_04_18.csv,match,BASIL,nan
DANONE ACT FRAISES,2.49,5410146417177,2024-04-18,2024_04_18.csv,ignore,,nan
200G PETAIND JEU,1.99,5400113581328,2024-04-18,2024_04_18.csv,ignore,,200.0
DILL FOCACCIA BAS T,2.29,5400119600666,2024-04-18,2024_04_18.csv,ignore,,nan
POIVRONS MIX,2.99,5400119589876,2024-04-18,2024_04_18.csv,ignore,,nan
DANONE ACT FRAISES,2.49,5410146417177,2024-04-18,2024_04_18.csv,ignore,,nan
500G MIX 7 LAIT CHO,5.79,5053991259759,2024-04-18,2024_04_18.csv,ignore,,nan
BIO BANANES,2.59,5400119599271,2024-04-18,2024_04_18.csv,match,BANANA,700
FRAISES 500G,4.99,5400357556006,2024-04-18,2024_04_18.csv,ignore,,nan
4 STUK,4.65,5411170008444,2024-04-18,2024_04_18.csv,ignore,,nan
FRUIT & LEGUMES,4.49,5400119599271,2024-04-18,2024_04_18.csv,ignore,,nan
RAISIN ROUGE SA PE,6.49,5400112336472,2024-04-18,2024_04_18.csv,match,RAISIN,nan
MANGUE,2.99,5400119543466,2024-04-18,2024_04_18.csv,match,MANGO,nan
MANGUE,2.99,5400119543466,2024-04-18,2024_04_18.csv,match,MANGO,nan
6 WRAPS DE BLE,1.49,5400119595095,2024-04-18,2024_04_18.csv,ignore,,nan
FAIRBEL 1/2 E,8.09,0540030197142,2024-04-25,2024_04_25.csv,match,MILK,nan
450G NESQUIK CEREA,4.59,590002001620,2024-04-25,2024_04_25.csv,ignore,,450.0
DALI HUILE OLIV EX,6.99,5400101390343,2024-04-25,2024_04_25.csv,ignore,,nan
SOML BECEL HUILE,3.19,8719200020144,2024-04-25,2024_04_25.csv,ignore,,nan
100GR JEUNES POUSS,1.19,5400112363733,2024-04-25,2024_04_25.csv,ignore,,nan
HET TRAAGSTE BROOD P,4.9,5430000174740,2024-04-25,2024_04_25.csv,match,BREAD,nan
HET TRAAGSTE BROOD P,4.9,5430000174740,2024-04-25,2024_04_25.csv,match,BREAD,nan
FAIREBEL 1/2 E,8.09,542502728002,2024-04-25,2024_04_25_b.csv,match,MILK,nan
450G NESSTIX CEREA,4.59,553000000230,2024-04-25,2024_04_25_b.csv,ignore,,450.0
500ML OLIV EX,6.99,54001370943,2024-04-25,2024_04_25_b.csv,ignore,,500.0
500ML BECEL HUILE,3.99,871920002144,2024-04-25,2024_04_25_b.csv,match,VEGETABLE OIL,500
100GR JEUNES POUS,1.19,540011258373,2024-04-25,2024_04_25_b.csv,ignore,,nan
PR.SAN DANIELE,3.89,540011954819,2024-04-25,2024_04_25_b.csv,ignore,,nan
HET TRAGSTE BROOD P,4.9,543000017740,2024-04-25,2024_04_25_b.csv,match,BREAD,nan
HET TRAGSTE BROOD P,4.9,543000017740,2024-04-25,2024_04_25_b.csv,match,BREAD,nan
GRILLADE CURRY DOU,6.16,2208644040169,2024-05-04,2024_05_04.csv,match,CURRY,nan
FRESH CLEAN BR PEP,2.49,5413839,2024-05-04,2024_05_04.csv,ignore,,nan
EMINC POULET,6.98,2290520006981,2024-05-04,2024_05_04.csv,match,CHICKEN,nan
CAROTTES BIO,2.43,5400112395050,2024-05-04,2024_05_04.csv,ignore,,nan
100GR JEUNES POUSS,1.49,5400113637373,2024-05-04,2024_05_04.csv,ignore,,nan
GRILLADE CURRY DOU,6.16,2208644040169,2024-05-04,2024_05_04.csv,match,CURRY,nan
HACHIS PORC-VEAU,11.12,2040844010124,2024-05-04,2024_05_04.csv,ignore,,nan
HACHIS PORC-VEAU,10.14,2040841010149,2024-05-04,2024_05_04.csv,ignore,,nan
EMIN POUL CUIT BBQ,3.99,5400119606909,2024-05-04,2024_05_04.csv,match,KOREAN BBQ SAUCE,nan
EMIN POUL CUIT BBQ,3.99,5400119606909,2024-05-04,2024_05_04.csv,match,KOREAN BBQ SAUCE,nan
200GR HOUMOUS,3.99,5400113384642,2024-05-04,2024_05_04.csv,ignore,,nan
200GR HOUMOUS,3.99,5400113384642,2024-05-04,2024_05_04.csv,ignore,,nan
AVOCAT,1.89,5400115956242,2024-05-04,2024_05_04.csv,match,AVOCADO,nan
AVOCAT,1.89,5400115956242,2024-05-04,2024_05_04.csv,match,AVOCADO,nan
300G POMME PINK LAD,0.4,370047661163,2024-05-04,2024_05_04.csv,match,APPLE,300.0
300G POMME PINK LAD,0.4,370047661163,2024-05-04,2024_05_04.csv,match,APPLE,300.0
KIWI VERT,0.42,5400115957667,2024-05-04,2024_05_04.csv,match,KIWI,nan
BIO BANANEN,1.49,5400115954346,2024-05-04,2024_05_04.csv,ignore,,nan
AVOCAT,1.89,5400115956242,2024-05-04,2024_05_04.csv,match,AVOCADO,nan
300G LOTUS JUM GAU,0.19,5410126014424,2024-05-04,2024_05_04.csv,ignore,,nan
HERTA JAMBON SUP,4.49,3154238039022,2024-05-04,2024_05_04.csv,ignore,,nan
HERTA JAMBON SUP,4.49,3154238039022,2024-05-04,2024_05_04.csv,ignore,,nan
MINI SPECULOOS CHO,3.29,5425026055353,2024-05-04,2024_05_04.csv,ignore,,nan
FRAISE 400GR,4.99,5400115959734,2024-05-04,2024_05_04.csv,match,STRAWBERRY,400.0
FRAISE 400GR,4.99,5400115959734,2024-05-04,2024_05_04.csv,match,STRAWBERRY,400.0
6XSCHWEPPES MOJITO,14.34,312448819795,2024-05-08,2024_05_08.csv,ignore,,nan
SAPTAF APPEL,7.99,542802409005,2024-05-08,2024_05_08.csv,ignore,,nan
FRASER 1//2 E,8.09,54280278002,2024-05-08,2024_05_08.csv,ignore,,nan
