product_name,count,candidate,confidence,score,gap,query
GROENTEA CAFE TRAP,1,"Coffee, Cafe Mocha",low,2.5714,0.0089,groentea cafe trap
GROENE SELDER PER ST,1,"GREAT VALUE, 8G PROTEIN PER CUP SOYMILK",low,2.4138,0.0531,groene selder per st
GRAN CHOC&NO,1,ANNIES CHWY GRAN BARS CHOC CHIP,low,5.4651,0.0577,gran choc no
GOACAMOLE DO 200GR,1,,none,0.0,0.0,goacamole do
TAGLIATELLE 300G,1,TAGLIATELLE,high,99.0,99.0,tagliatelle
POI: 01691910,1,Poi,high,99.0,99.0,poi
GMBER POEDER,1,,none,0.0,0.0,gmber poeder
PLATEAU FAMIGLIA,1,"BELLA FAMIGLIA, PUTTANESCA",low,3.0366,0.0128,plateau famiglia
TIMBRE(S) MASCOTTE REÇU,1,,none,0.0,0.0,timbre s mascotte recu
PERSIL BOUTE,1,,none,0.0,0.0,persil boute
TM BENNEE NOTEN,1,,none,0.0,0.0,tm bennee noten
GAUFR CH,1,,none,0.0,0.0,gaufr ch
TOAST KRAKANT HAU,1,FRENCH TOAST BREAKFAST,low,2.5641,0.0124,toast krakant hau
PISSOILET,1,,none,0.0,0.0,pissoilet
TOAST ORIGINA,1,"ORIGINAL TOAST, ORIGINAL",low,3.2222,0.0822,toast origina
TOMAT TOAST ROMARIN,1,"TEXAS TOAST, GARLIC",low,2.6486,0.0296,tomat toast romarin
TOTAL POINTS TICKET,1,TOTAL INSANITY HOT SAUCE,low,2.5581,0.0091,total points ticket
TOTAL TIMBRE(S) TICKET MASCOTTE,1,Total Breakfast Cereal,low,2.25,0.0088,total timbre s ticket mascotte
TR.ORIGINAL 180G,1,"TEA, ORIGINAL",low,4.8696,0.0275,tr original
JENVERBRESEN,1,,none,0.0,0.0,jenverbresen
SAPTAF APPEL,1,,none,0.0,0.0,saptaf appel
OLIVES KALAMATA,1,"KALAMATA OLIVES, KALAMATA",low,5.7692,0.1026,olives kalamata
PREIS BEURRE 250G,1,PETIT BEURRE BISCUIT,low,3.125,0.1122,preis beurre
PREIS BEURRE FT D,1,PETIT BEURRE BISCUIT,low,3.1486,0.0577,preis beurre ft d
MOUSSE MOKKA,1,MOUSSE MIX,low,3.2273,0.0316,mousse mokka
MKA 30 MELO CAKES,1,MAC & CHEESE CAKES,low,2.6667,0.0,mka melo cakes
PRITT CORRECT-IT,1,,none,0.0,0.0,pritt correct it
MIXTEARD 250G IMPE,1,,none,0.0,0.0,mixteard impe
MIRTILLES 500GR,1,,none,0.0,0.0,mirtilles
MINIQUES 500GR,1,,none,0.0,0.0,miniques
MINI SPECULOOS CHO,1,"REDUCED FAT MILK, SPECULOOS COOKIE",low,3.0882,0.0,mini speculoos cho
OEUFS 6PC,1,,none,0.0,0.0,oeufs
PT SUISSE M 6X60G,1,"GRAND + SUISSE, LE GRUYERE",low,3.0,0.05,pt suisse m 6x60g
POMELO 9/PC,1,DRIED POMELO,low,4.5714,0.0,pomelo pc
MINI BABYBEL,1,"SNACK TRAY, WITH EGG & BABYBEL CHEESE",low,4.3913,0.0731,mini babybel
MILKA CHOCO SUPREM,1,MILKA CHOCOLATE,low,2.7273,0.0761,milka choco suprem
RAN POMPADURINETTE 15,1,,none,0.0,0.0,ran pompadurinette
POMELO,1,DRIED POMELO,low,4.6667,0.0,pomelo
RHIZIN MUS 500G,1,98% FF CR MUS,low,2.9545,2.9545,rhizin mus
OEUFS COLOMBUS,1,,none,0.0,0.0,oeufs colombus
MES DEJEUNER DE SALAD,1,MISO UDON NOODLE SALAD,low,2.6512,0.0025,mes dejeuner de salad
MERGELSTOKS.GROO,1,,none,0.0,0.0,mergelstoks groo
NUTELLA,1,"BON APPE, NUTELLA, SWIRL COOKIES",low,4.3784,0.01,nutella
MOZZA BUFALINA,1,MOZZARELLA PERLINE,low,3.2568,0.0012,mozzarella bufalina
JEUNE POUSS MIX,1,HUNTER'S MIX,low,2.6667,0.0196,jeune pouss mix
"NS: 207,23",1,,none,0.0,0.0,ns
NOUVEAU SOLDE DE POINTS,1,,none,0.0,0.0,nouveau solde de points
POMMES BROLES,1,POMMES SAUCE,low,3.14,0.015,pommes broles
NOCCI CONF FIGUES,1,MISSION FIGS-FIGUES,low,2.6111,0.1384,nocci conf figues
POMMES DROLES,1,POMMES SAUCE,low,3.14,0.015,pommes droles
NET MULTISURF ECO,1,"CHEF'S NET, PREMIUM COOKED SHRIMP",low,2.3673,0.0173,net multisurf eco
NESCAFE ESPRESSO,1,"CHEESECAKE, ESPRESSO",low,3.3,0.0903,nescafe espresso
NEOJOYANCE CITRONEL,1,,none,0.0,0.0,neojoyance citronel
NATURAL OLIVES BIO,1,"OLOVES, NATURAL OLIVES",low,4.7179,0.0513,natural olives bio
MYRTELLES 500GR,1,,none,0.0,0.0,myrtelles
POMMES JEUNES POUS,1,"POMMES SAUCE, POMMES",low,2.6667,0.0606,pommes young pous
POMMETTE 500G,1,,none,0.0,0.0,pommette
POUSS MIK,1,,none,0.0,0.0,pouss mik
MULIGRAINS BUN,1,"Roll, multigrain, hot dog bun",low,3.1341,0.0255,muligrains bun
MRS. JEUNES POUSSE,1,FRESH YOUNG TURKEY,low,2.6471,0.0155,mrs young pousse
MRS JEUNES POUSSE,1,FRESH YOUNG TURKEY,low,2.6471,0.0155,mrs young pousse
MRK 30 MELO CAKES,1,CREME CAKES,low,2.72,0.0243,mrk melo cakes
MRA 30 MELO CAKES,1,CREME CAKES,low,2.72,0.0243,mra melo cakes
PR.SAN DANIELE,1,PROSCIUTTO DI SAN DANIELE,low,5.7179,0.1346,pr san daniele
MOZZA SX10,1,MOZZARELLA,low,3.3,0.0258,mozzarella sx10
RINSETAK,1,,none,0.0,0.0,rinsetak
RIZ DLONG BIO,1,,none,0.0,0.0,riz dlong bio
OEUFS COQUUES,1,,none,0.0,0.0,oeufs coquues
ROSBIEF,1,,none,0.0,0.0,rosbief
LIJNZAAD GEBROKEN 15,1,,none,0.0,0.0,lijnzaad gebroken
SALADE ROUGET,1,,none,0.0,0.0,salade rouget
LIEGEOIS GOUT CAFE,1,IRISH CREME CAFE,low,2.5294,0.0031,liegeois gout cafe
SALADE TOILET,1,,none,0.0,0.0,salade toilet
POIVRONS JAUNES,1,,none,0.0,0.0,poivrons jaunes
OIGNONS JAUNES:2KG,1,GREEN ONIONS OIGNONS VERT,low,2.9615,2.9615,oignons jaunes
"SAN MARZANO 1,650 KG X",1,SAN MARZANO TOMATOES,low,5.7273,0.0606,san marzano x
KROK FLOCONS LAIT,1,"GREEK YOGURT, CAFE AU LAIT",low,2.4286,0.0148,krok flocons lait
KROEPOEK NAT,1,CPB NAT NECC,low,2.9167,0.0383,kroepoek nat
SAN PELLEGRINO,1,"SAN GIORGIO, ZITI NO. 28",low,3.0,0.0152,san pellegrino
KLEI VADEN,1,,none,0.0,0.0,klei vaden
KIPFILET BLOND XL,1,"FREY, BLOND CRUNCHY ALMOND BAR",low,2.9348,0.0933,kipfilet blond xl
KINZ SUNGOLD XL,1,"Kiwifruit, ZESPRI SunGold, raw",low,3.0581,3.0581,kinz sungold xl
SANPELLEGRINO,1,SanPellegrino Pink Grapefruit Can 330ml,low,4.5,4.5,sanpellegrino
KAKI 4P,1,KAKI NO TANE CHILI BITS,low,4.2963,0.0382,kaki
K&K 40%,1,,none,0.0,0.0,k k
FRASER 1//2 E,1,,none,0.0,0.0,fraser e
POMMEOUSE ROUGE,1,"ROUGE GOURMET CHEESE, ROUGE",low,3.0366,0.1263,pommeouse rouge
OLIVES A L'AIL,1,OLIVES SALAD,low,3.2692,0.1241,olives a l ail
SALADE FOLLET,1,,none,0.0,0.0,salade follet
POIVRONS MIX,1,COLLINS MIX,low,3.1957,0.0,poivrons mix
SALAD MOROCCA,1,SALAD MEAL,low,3.1957,0.029,salad morocca
MEERGRANENSTOK.GROO,1,,none,0.0,0.0,meergranenstok groo
MELO CAKES,1,CLOUD CAKES,low,3.2619,0.0,melo cakes
OEUFS FRAIS BIO 12PC,1,,none,0.0,0.0,oeufs frais bio
MELI-MELO JORIS,1,"MELI'S, MONSTER COOKIES, CHOCOLAT",low,2.3478,2.3478,meli melo joris
MEL. JEUNES POUSSE,1,SMALL YOUNG PEAS,low,2.6875,0.0559,mel young pousse
MEL JEUNES POUSSE,1,SMALL YOUNG PEAS,low,2.6875,0.0559,mel young pousse
ROSEB,1,,none,0.0,0.0,roseb
ROSEIF,1,,none,0.0,0.0,roseif
ROSTY,1,,none,0.0,0.0,rosty
MECHELSESTEWEG 207,1,,none,0.0,0.0,mechelsesteweg
SALAD ITALIAN,1,"ITALIAN SALAD, ITALIAN",low,5.7647,0.0805,salad italian
OIGNON ROUGE 2PC,1,"ROUGE GOURMET CHEESE, ROUGE",low,2.9737,0.0086,oignon rouge
ROZZA BUFALINA,1,,none,0.0,0.0,rozza bufalina
MARCHEOUS BLOC TRA,1,"X-TRA, MANGO DRINK",low,2.2286,0.0234,marcheous bloc tra
SAIL SURIMI-CRABE,1,FLAKE STYLE SURIMI CRAB MEAT,low,2.6667,0.0351,sail surimi crabe
LITCHIS,1,"Litchis, raw",low,4.7778,0.0778,litchis
SAL BLEME 100GR,1,"HOT SAL'S, HOT",low,2.8636,0.0065,sal bleme
SAL. PRINTANIERE /J,1,SIN SAL MANTEQUILLA,low,2.8889,0.0215,sal printaniere j
SAL. SURIMI-CRABE,1,FLAKE STYLE SURIMI CRAB MEAT,low,2.6818,0.0872,sal surimi crabe
SALAD MEXIC STYLE,1,"SALAD, SANTA FE STYLE",low,4.7027,0.0198,salad mexic style
DIK STOKBROOD,1,DEMI BAGUETTE,low,3.38,0.08,dik baguette
FRAISES 500G,1,STRAWBERRIES FRAISES,low,4.5185,0.1771,fraises
400G DLI PATE NOIS,1,LIVER PATE,low,2.6087,0.0,dli pate nois
3X200G DELH CAROTT,1,,none,0.0,0.0,3x200g delh carott
3X400G TOMAT PEL C,1,,none,0.0,0.0,3x400g tomat pel c
4 STUK,1,,none,0.0,0.0,stuk
"4 X 1,39",1,,none,0.0,0.0,x
"4 X 1,89",1,,none,0.0,0.0,x
4 X 1L APEROL,1,,none,0.0,0.0,x aperol
400G DLL PATE NOIS,1,"COD LIVER PATE, COD LIVER",low,2.5405,0.0188,dll pate nois
25CL CORE ZERO PET,1,Coke Chry Zero 20OZA PL BT,low,2.5641,0.0347,core zero pet
400G HEBEI LOOPS,1,COCOA MAGIC LOOPS,low,3.0,0.0758,hebei loops
400G MUC DUCHE DDL,1,Kho Muc Dried Squid 100g,low,2.3784,2.3784,muc duche ddl
400G PATE NOIS CRU,1,PATE WITH GOOSE,low,2.5,0.0,pate nois cru
400G SAUMON FUM NOR,1,"NOR CAL RAW & UNFILTERED HONEY, NOR CAL",low,2.32,2.32,saumon fum nor
400ML LAIT DE COCO,1,NASTA DE COCO,low,3.3,0.1636,lait de coco
40G MELANGE 5 BAIE,1,FRUIT MELANGE,low,3.06,0.0337,melange baie
380G VERMICEL LAIT,1,PAIN AU LAIT,low,2.98,0.0063,vermicel lait
364ML DOUX REM MERV,1,"DOUX SOUTH, CREOLE MUSTARD",low,2.5263,0.1734,doux rem merv
35G MEDIT HERB MIX,1,HERB MIX,low,4.7273,0.0606,medit herb mix
350G DLL MIEL BIO,1,MANZANILLA MIEL TEA BAGS,low,3.0,0.125,dll miel bio
350G BG GRANOLA,1,GRANOLA,low,4.8235,0.0053,bg granola
33CL LA CHOUFFE,1,,none,0.0,0.0,la chouffe
32CL MOGU MOGU FR,1,MOGU MOGU SAUCE & DRESSING,low,4.6111,0.0051,mogu mogu fr
300NL SAMOURAI SQ,1,,none,0.0,0.0,samourai sq
300G SW WIT NOUILL,1,"WOS-WIT, BACON DRESSING",low,2.9571,0.0071,sw wit nouill
300G NUTELLA,1,"BON APPE, NUTELLA, SWIRL COOKIES",low,4.3784,0.01,nutella
300G FLOC AVOI BIO,1,,none,0.0,0.0,floc avoi bio
3 X 1.55,1,,none,0.0,0.0,x
3 MOUSQUET NOIS BIO,1,,none,0.0,0.0,mousquet nois bio
2X90G HAR. RO 0%SE,1,"PENANG HAR MEE, MI GORENG INSTANT NOODLES",low,2.8273,2.8273,2x90g har ro se
2R DIL ESS TT DEC,1,"TACO DIL-LICIOUS FRIES, TACO DIL-LICIOUS",low,2.4151,0.0595,dil ess tt dec
286G FITNESS BAGUE,1,FITNESS MIX,low,3.1667,0.0667,fitness bague
280G DLL ARTICH GR,1,,none,0.0,0.0,dll artich gr
450G DIL BOIS BIOL,1,"TACO DIL-LICIOUS FRIES, TACO DIL-LICIOUS",low,2.3462,0.0033,dil bois biol
450G MINI ROSTI,1,ROSTI,medium,4.6667,0.2883,mini rosti
450G NESQUIK CEREA,1,NESQUIK Vanilla Lowfat Milk 14 fl oz Bottle,low,2.8214,2.8214,nesquik cerea
600G DFL POMME PIN,1,8 APPLE PIE,low,2.75,0.0227,dfl apple pin
750G DLL SEL MA IO,1,TNDRLN FILLET SEL C/C 4OZ,low,3.0263,0.0873,dll sel ma io
750G DLL PATE NOI,1,"COD LIVER PATE, COD LIVER",low,2.5556,0.0101,dll pate noi
75 ROSE MONTAUR18R,1,ROSE WATER,low,3.06,0.0195,rose montaur18r
70G PATE CURRY JAU,1,RED CURRY SAUCE,low,2.6897,0.0445,pate curry jau
6XSCHWEPPES MOJITO,1,Mojito,high,99.0,99.0,mojito
6X33CL SCHWEPPES T,1,"SCHWEPPES, TONIC WATER",low,3.0641,0.0378,6x33cl schweppes t
6X33CL LEFFE 0.0 C,1,,none,0.0,0.0,6x33cl leffe c
6X33CL 7UP,1,,none,0.0,0.0,6x33cl
6X25CL JUPILER 0.6E,1,,none,0.0,0.0,6x25cl jupiler
6X25CL APPLETISER,1,,none,0.0,0.0,6x25cl appletiser
6X1L SANPELLEGRINO,1,SanPellegrino Pink Grapefruit Can 330ml,low,2.9561,2.9561,6x1l sanpellegrino
60ML TAB PIME ROUG,1,SJ GNT TAB 2/24/.97Z,low,2.3125,0.0347,tab pime roug
60G MEDIT HERB MIX,1,HERB MIX,low,4.7273,0.0606,medit herb mix
600G PM DUCH DIL,1,SUPER JUMBO DIL PICKLE,low,2.8636,0.1636,pm duch dil
6 WHARS DE BLE,1,EPI DE BLE,low,3.1364,3.1364,whars de ble
450G NESSTIX CEREA,1,,none,0.0,0.0,nesstix cerea
6 PAINS HAMBURGER,1,PLAIN HAMBURGER BUN,low,3.3235,0.0588,pains hamburger
"6 BOULES X 3,75/ KG",1,"CHEDDA!, BALLS-BOULES CORN SNACKS, CHEESE",low,4.3673,0.0144,boules x kg
5G SM SAFFRAN,1,,none,0.0,0.0,sm saffran
580G CHOCOS,1,,none,0.0,0.0,chocos
500ML OLIV EX,1,,none,0.0,0.0,oliv ex
500ML HEINZ KETCH,1,HEINZ TOMATO KETCHUP,low,3.2097,0.0,heinz ketch
500ML ERA SIRO BIO,1,"SIRO, GO4FRIES, POTATO FRIES, ORIGINAL",low,2.7979,2.7979,era siro bio
500ML DLL MAYO OEU,1,"LIME MAYO, LIME",low,2.6154,0.0321,dll mayo oeu
500G SP 3X LAIT CHO,1,PAIN AU LAIT,low,3.0217,0.0056,sp lait cho
500G PEST AL EBR,1,,none,0.0,0.0,pest al ebr
500G MIX 7 LAIT CHO,1,"SNACK MIX, FLAMIN' HOT",low,2.625,0.025,mix lait cho
500G ESRP GRAINS,1,SUPER GRAINS,low,3.2826,0.087,esrp grains
500 POCHETTES PERF,1,,none,0.0,0.0,pochettes perf
4OOG NUTELLA,1,"BON APPE, NUTELLA, SWIRL COOKIES",low,4.3784,0.01,nutella
28 TENA ULT MINI,1,TENA FIGS,low,3.0455,0.1781,tena ult mini
255G DLL TOAST,1,Melba toast,low,3.2,0.0333,dll toast
750G ROSET,1,,none,0.0,0.0,roset
150G MILKA CHO TUT,1,MILKA & TUC,low,2.7273,0.013,milka cho tut
125G HUGLES NATURE,1,"NATURE'S WAY, NATURE'S MIX",low,3.0263,0.0415,hugles nature
125G HUGLES PAPRIK,1,,none,0.0,0.0,hugles paprik
12T KNOOR BOU POU,1,US MAGGI Bou Chicken Cubes 128ct,low,2.2667,2.2667,knoor bou pou
132G B-READY T6,1,READY PASTA,low,4.6667,0.0238,b ready t6
140G POUSE MIX,1,MOUSSE MIX,low,3.3421,0.0186,pouse mix
15 DREFT ADM PLAT,1,"PLAT-BASED PASTA, RED LENTIL SPAGHETTI",low,2.1569,2.1569,dreft adm plat
150ML REX QUANT DR,1,"REX, COCONUT WATER",low,3.0517,0.1733,rex quant dr
250ML HO HERB ITAL,1,HERB SALT,low,3.1667,0.0238,ho herb ital
16+,1,,none,0.0,0.0,
160G FEVES DE SOJA,1,SOY BOISSON AUY SOJA,low,2.9242,0.1465,feves de soja
165G PRINGLES ORIG,1,"PRINGLES, POTATO CRISPS",low,3.1857,0.0811,pringles orig
175GR JEUNES POUSS,1,YOUNG CORN,low,3.1667,0.058,young pouss
175GR JEUNES POUSSE,1,YOUNG TURKEY,low,3.1667,0.0303,young pousse
185G LAYS PAPRIKA,1,PAPRIKA,low,3.2368,0.0168,lays paprika
125G DLL CRAC A,1,,none,0.0,0.0,dll crac a
125G CHIPS SEL,1,"CHIPS, SEA SALT",low,3.2826,0.0458,chips sel
125G BUGLES PAPRIK,1,"BUGLES, ORIGINAL",low,3.1429,0.0546,bugles paprik
125G BOULES PAPRIK,1,"CHEDDA!, BALLS-BOULES CORN SNACKS, CHEESE",low,2.8529,0.0196,boules paprik
10X18.5G YOERRY,1,,none,0.0,0.0,10x18 yoerry
100ML MERC 70%ALC,1,,none,0.0,0.0,merc alc
100GR JERUSAPOUSS,1,,none,0.0,0.0,jerusapouss
10 M GEL LIEN FIX,1,"ENERGY GEL, LEMON SUBLIME",low,2.5263,0.0436,m gel lien fix
1.5L VICHY CELEST,1,1 LITER BOTTLE VICHY WATER,low,2.8684,2.8684,vichy celest
1.5L SCHWEPPES TON,1,"SCHWEPPES, TONIC WATER",low,3.2647,0.098,schweppes ton
1.5L SCHWEPP MOJIT,1,,none,0.0,0.0,schwepp mojit
1.5L COCA REG PET,1,PB Pet-Ritz Reg Pie Crusts 2Ct,low,4.381,4.381,coca reg pet
1.5KG SINASAPPEL PA,1,,none,0.0,0.0,sinasappel pa
1.25MARTYD,1,,none,0.0,0.0,
"1,640 KG X",1,,none,0.0,0.0,x
"1,240 KG X 2,99/ KG",1,,none,0.0,0.0,x kg
"1,125 KG X 3,15/ KG",1,,none,0.0,0.0,x kg
185G LAYS S&BL.PEP,1,WY SIP CRN PBLN PEP,low,3.125,0.0845,lays s bl pep
185G LAYS SABL.PEP,1,WY SIP CRN PBLN PEP,low,2.5625,0.0108,lays sabl pep
185G POIS CA,1,EARLY SPRING PETIT POIS PEAS,low,4.3429,0.0185,pois ca
200G SCROCHI EP,1,,none,0.0,0.0,scrochi ep
250G PATE TARTINER,1,GOOSE PATE WITH PORT WINE,low,3.0789,0.0075,pate tartiner
250G NOCCIOLAT BIO,1,,none,0.0,0.0,nocciolat bio
250G DLL TOA ROMARIN,1,,none,0.0,0.0,dll toa romarin
250G DLL MYRTILLES,1,"DOLE, BLUEBERRIES",low,3.4032,0.0571,dll blueberries
250G DLL FRAMBOISE,1,SORBET A LA FRAMBOISE,low,3.1471,3.1471,dll framboise
250G DLL FRAISES,1,STRAWBERRIES FRAISES,low,3.0161,0.1161,dll fraises
240G GAUF VANI CHO,1,HOT SAUCE PIMENT CHO,low,2.4848,0.2156,gauf vani cho
24 DLI BOUGIES,1,,none,0.0,0.0,dli bougies
2065 PEHL NEW BIO,1,"SUPER CHILL, NEW CHOICE COLA",low,3.0641,0.0641,pehl new bio
205 ST OAL BIO,1,,none,0.0,0.0,st oal bio
205 POISSA RELAX BIO,1,ORGANIC RELAX SHOT,low,3.0882,0.0697,poissa relax bio
200GR. HOUMOUS,1,HUMMUS,high,99.0,99.0,hummus
200GR NOCE NOTEN,1,,none,0.0,0.0,noce noten
200GR HOMMOUS,1,HOMMOUS DIP,high,4.7778,4.7778,hommous
200G SCROCCHI EP,1,SCROCCHI MIX,low,4.7826,0.1159,scrocchi ep
185G TORTIL CHILI,1,ORIGINAL CHILI,low,3.2692,0.0192,tortil chili
200G PETAIND JEU,1,,none,0.0,0.0,petaind jeu
200G DUYVIS CRAC A,1,,none,0.0,0.0,duyvis crac a
200G DUYVIS CRAAC A,1,,none,0.0,0.0,duyvis craac a
200G DUVIES CRAC A,1,,none,0.0,0.0,duvies crac a
200G DUUVIS CRAC A,1,,none,0.0,0.0,duuvis crac a
200G DLL FOIS BIOL,1,,none,0.0,0.0,dll fois biol
200G DE INSTANT GO,1,NOODLE INSTANT SOUP,low,4.75,0.03,de instant go
20 NO STRESS BIO,1,RX STRESS HERBAL ICED TEA,low,4.5263,0.1263,no stress bio
20 F BECKMANN,1,"BECKMANN'S, HOMESTYLE STUFFING MIX CORNBREAD",low,4.3019,4.3019,f beckmann
2 X 200G SM MINI TORTI,1,,none,0.0,0.0,x sm mini torti
"2 X 1,99",1,,none,0.0,0.0,x
1TR CLASSIC BIO,1,,none,0.0,0.0,classic bio
1ST B'BETJIME BIO,1,,none,0.0,0.0,b betjime bio
1KG FARINE FERMENT,1,,none,0.0,0.0,farine ferment
750G NUTELLA,1,"BON APPE, NUTELLA, SWIRL COOKIES",low,4.3784,0.01,nutella
800G HARIC VER COU,1,APRCT RSBRY VER,low,2.5,0.05,haric ver cou
FLEURS 36,1,,none,0.0,0.0,fleurs
DEL FROMAGE MAIGRE,1,FROMAGE AMI,low,2.6897,0.1754,del fromage maigre
DALI HUILE OLIV EX,1,,none,0.0,0.0,dali huile oliv ex
DANONE ACT 0% SX,1,"DANONE, DAIRY DRINK",low,3.0806,0.0,danone act sx
DANONE COT CH 400G,1,"DANONE, DAIRY DRINK, COCONUT, COCO",low,3.0455,0.0293,danone cot ch
DANONE SKYR FRAISE,1,Isey Skyr Strawberry 350g,low,4.7234,0.0567,danone skyr strawberry
DANONE SKYR NAT 4X,1,"DANONE, DAIRY SNACK",low,2.6061,0.0655,danone skyr nat
DAONNE ACT FRAISES,1,STRAWBERRIES FRAISES,low,2.5263,0.0263,daonne act fraises
DIEP ASELIN,1,,none,0.0,0.0,diep aselin
COCIGRETTES,1,,none,0.0,0.0,cocigrettes
"1,125 KG X 1,95/ KG",1,,none,0.0,0.0,x kg
DIKKE PREI BUSSEL,1,,none,0.0,0.0,dikke prei bussel
DILLE,1,,none,0.0,0.0,dille
DINOSAURE CEREALE,1,,none,0.0,0.0,dinosaure cereale
DIXMONT BEUR 250G,1,,none,0.0,0.0,dixmont beur
DLH PARM REGG AOP,1,PF GARL/PARM BREAD,low,2.3214,0.0887,dlh parm regg aop
DACS 200 BAT OUATE,1,CANDY BAT & MOON,low,2.5,0.0385,dacs bat ouate
D3G5 SAES BOUB 30L,1,,none,0.0,0.0,d3g5 saes boub
D&L MAYO TD,1,LIME MAYO,low,4.6,0.0,d l mayo td
D&L BEURRE BIO,1,PETIT BEURRE BISCUIT,low,4.5882,0.0029,d l beurre bio
CRUNCH NO/CAC,1,CRUNCH SNACKS,low,3.2692,0.0,crunch no cac
COUSTRON ROUGE,1,COCOA ROUGE COCOA POWDER,low,2.9737,0.0237,coustron rouge
COULEMUS OEUVS 6PC,1,,none,0.0,0.0,coulemus oeuvs
CORNE CHOCO 200G,1,MINI-CHOCO,low,3.1667,0.0238,corne choco
COQUETTES,1,,none,0.0,0.0,coquettes
COPPA,1,COPPA,high,99.0,99.0,coppa
COOP HOUMOUS,1,HOPE HUMMUS,low,3.3182,0.0,coop hummus
CONFRENCE 4PC,1,,none,0.0,0.0,confrence
CONFERENCE 4PC,1,,none,0.0,0.0,conference
CONF.NOSTALGIE MA,1,,none,0.0,0.0,conf nostalgie ma
CONF. NOSTALGIE,1,,none,0.0,0.0,conf nostalgie
CONCOMBRE 4PC,1,,none,0.0,0.0,concombre
COLUMBUS OEUFFS 6PC,1,"COLUMBUS, CHORIZO CASERO",low,3.0789,0.0148,columbus oeuffs
DLL 1KG LG RIZ BRU,1,,none,0.0,0.0,dll lg riz bru
DLL 9R PAPIER WC,1,PAPIER MACHE EGG WITH SALT CARAMEL PRESENTS,low,2.8214,2.8214,dll papier wc
DLL BIO OEUVS 12PC,1,,none,0.0,0.0,dll bio oeuvs
