product_name,price,barcode,date,source_file,pyfooda_match
MANGUE,2.99,540011594346.0,2024-03-24,2024_03_24.csv,MANGO
200G SM MINI TORTI,4.98,731131038417.0,2024-03-24,2024_03_24.csv,Dill Plank Sm 3/16
SALADE POULET,2.19,540011356113.0,2024-03-24,2024_03_24.csv,CHICKEN SALAD SUB ROLL W/ LETTUCE & TOMATO
DES DE POULET,7.0,2205567007006.0,2024-03-24,2024_03_24.csv,CHICKEN ENCHILADAS VERDES
BIO BANANEN,2.59,401407169271.0,2024-03-24,2024_03_24.csv,ZOO BIO PASTA
DLL YA MAIG NAT 8X,1.39,540011300584.0,2024-03-24,2024_03_24.csv,YA YA'S GREEK DRESSING
220G PAIN 8X,1.39,2205020007094.0,2024-03-24,2024_03_24.csv,BREAD
EMINCE POULET,7.09,2290520.0,2024-03-24,2024_03_24.csv,CHICKEN
FAIREBEL 1/2 E,8.09,542502728002.0,2024-03-24,2024_03_24.csv,2 IN 1 SPOUT SPRINKLE MIX
ECHALOTES 500G,1.05,540011355008.0,2024-03-24,2024_03_24.csv,
KLEEN GREEN XL 4 STUK,4.65,541174000844.0,2024-03-24,2024_03_24.csv,BRAT XL BUNS
MYRTILLES 500GR,7.29,540011959739.0,2024-03-24,2024_03_24.csv,BLUEBERRY
EM 335G RHUBARBE,4.29,360858004773.0,2024-03-24,2024_03_24.csv,
SUZI CHOCO LAIT 8P,4.09,541012601257.0,2024-03-24,2024_03_24.csv,MILK CHOCO BLOCK
MANDARINES FEUILLE,4.09,541012601257.0,2024-03-24,2024_03_24.csv,
"0,965 KG X",4.04,2016.0,2024-03-24,2024_03_24.csv,0
NUTRI-BOOST,-6.19,450031907142.0,2024-03-24,2024_03_24.csv,ENERGY BOOST
ELEC CHEQ REPAS,153.4,,2024-03-24,2024_03_24.csv,
365 HARICOTS V COU,1.29,540060101024,2024-03-25,2024_03_25.csv,GREEN BEANS
450G QUAK MEUS NOI,4.99,8710398507142,2024-03-25,2024_03_25.csv,
450G QUAK MUE MULT,3.99,8710398503244,2024-03-25,2024_03_25.csv,
75 NUVOOLA 19R BIO,15.98,540011755368,2024-03-25,2024_03_25.csv,ZOO BIO PASTA
40G DLL PATE NOI,2.55,540011369649,2024-03-25,2024_03_25.csv,PASTA
400G PATE NOI CRU,3.45,540011369650,2024-03-25,2024_03_25.csv,GRAND CRU OLIVE OIL
21EME A 1/2 PRIX,-1.5,540011369650,2024-03-25,2024_03_25.csv,A
400G PATE NOI CRU,3.45,540011369650,2024-03-25,2024_03_25.csv,GRAND CRU OLIVE OIL
21EME A 1/2 PRIX,-0.23,540011369650,2024-03-25,2024_03_25.csv,A
400G DLL PATE NOI,2.55,540011369649,2024-03-25,2024_03_25.csv,PASTA
21EME A 1/2 PRIX,-1.27,540011369650,2024-03-25,2024_03_25.csv,A
2 X,0.95,501520032506,2024-03-25,2024_03_25.csv,Pieter's Dutch Salami 2 x 50g
KIWI GROEN XL 4 STUK,4.65,541174000844,2024-03-25,2024_03_25.csv,KIWI
185G LAYS S4BL PEP,1.99,871039852422,2024-03-25,2024_03_25.csv,POTATO CHIPS
LAISE NATUREL,2.09,871039852408,2024-03-25,2024_03_25.csv,"AU NATUREL PURE HONEY GRANOLA, AU NATUREL"
3X200G THON NATURE,3.65,540011365642,2024-03-25,2024_03_25.csv,TUNA
125G D365 MAQ TOUR,1.25,540011365658,2024-03-25,2024_03_25.csv,WORLD TOUR CANDY FAN
125G D365 MAQ TOUR,1.25,540011365658,2024-03-25,2024_03_25.csv,WORLD TOUR CANDY FAN
HET TRAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25.csv,P & P LOAF
250G CRUNCHY BIO,4.79,805257509042,2024-03-25,2024_03_25.csv,ZOO BIO PASTA
365 HARICOTS V COU,1.29,540060101024,2024-03-25,2024_03_25.csv,GREEN BEANS
FRAISES FANTIER,8.69,54002728016,2024-03-25,2024_03_25.csv,STRAWBERRY
NUTRI-BOOST -10%,-0.86,543000017740,2024-03-25,2024_03_25.csv,ENERGY BOOST
HET TRAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25.csv,P & P LOAF
DLL OEUFS BIO MIX,2.95,540011210790,2024-03-25,2024_03_25.csv,ZOO BIO PASTA
NUTRI-BOOST -10%,-0.3,540011210790,2024-03-25,2024_03_25.csv,ENERGY BOOST
BIO CAROTTES,2.39,540011239500,2024-03-25,2024_03_25.csv,ZOO BIO PASTA
NUTRI-BOOST -10%,-0.24,540011210790,2024-03-25,2024_03_25.csv,ENERGY BOOST
LINDT EXCELLENCE,2.39,304692002836,2024-03-25,2024_03_25.csv,"LINDT, EXCELLENCE DARK CHOCOLATE"
LINDT EXCELLENCE,2.39,304692002836,2024-03-25,2024_03_25.csv,"LINDT, EXCELLENCE DARK CHOCOLATE"
"0,600 KG X",5.49,2145,2024-03-25,2024_03_25.csv,0
NUTRI-BOOST -10%,-0.33,540011239500,2024-03-25,2024_03_25.csv,ENERGY BOOST
BIO CAROTTES,2.39,540011239500,2024-03-25,2024_03_25.csv,ZOO BIO PASTA
NUTRI-BOOST -10%,-0.24,540011210790,2024-03-25,2024_03_25.csv,ENERGY BOOST
LINDT EXCELLENCE,2.39,304692002836,2024-03-25,2024_03_25.csv,"LINDT, EXCELLENCE DARK CHOCOLATE"
LINDT EXCELLENCE,2.39,304692002836,2024-03-25,2024_03_25.csv,"LINDT, EXCELLENCE DARK CHOCOLATE"
2145,2.49,8710398502039,2024-03-25,2024_03_25.csv,
NUTRI-BOOST -10%,-0.25,540011210790,2024-03-25,2024_03_25.csv,ENERGY BOOST
BIO BANANEN,2.59,401407169271,2024-03-25,2024_03_25.csv,ZOO BIO PASTA
AVOCAT,0.0,2205567007051,2024-03-25,2024_03_25.csv,AVOCADO
4 X,1.89,540011956824,2024-03-25,2024_03_25.csv,"4 X STICKY TOFFEE LAVA CAKES, STICKY TOFFEE"
NUTRI-BOOST -10%,-0.76,540011956824,2024-03-25,2024_03_25.csv,ENERGY BOOST
6PC POMME PINK LAD,3.99,370047661163,2024-03-25,2024_03_25.csv,"PINK LADY APPLE KOMBUCHA, PINK LADY APPLE"
NUTRI-BOOST -10%,-0.4,370047661163,2024-03-25,2024_03_25.csv,ENERGY BOOST
6PC POMME PINK LAD,3.99,370047661163,2024-03-25,2024_03_25.csv,"PINK LADY APPLE KOMBUCHA, PINK LADY APPLE"
NUTRI-BOOST -10%,-0.4,370047661163,2024-03-25,2024_03_25.csv,ENERGY BOOST
DES DE POULET,7.05,2205567007235,2024-03-25,2024_03_25.csv,CHICKEN ENCHILADAS VERDES
DES DE POULET,7.23,2205567007235,2024-03-25,2024_03_25.csv,CHICKEN ENCHILADAS VERDES
21EME A 1/2 PRIX,-3.57,2205567007204,2024-03-25,2024_03_25.csv,A
DES DE POULET,7.05,2205567007235,2024-03-25,2024_03_25.csv,CHICKEN ENCHILADAS VERDES
21EME A 1/2 PRIX,-0.04,2205567007181,2024-03-25,2024_03_25.csv,A
DES DE POULET,7.18,2205567007235,2024-03-25,2024_03_25.csv,CHICKEN ENCHILADAS VERDES
21EME A 1/2 PRIX,-3.56,2205567007051,2024-03-25,2024_03_25.csv,A
DES DE POULET,7.05,2205567007235,2024-03-25,2024_03_25.csv,CHICKEN ENCHILADAS VERDES
21EME A 1/2 PRIX,-3.58,2205567007297,2024-03-25,2024_03_25.csv,A
DES DE POULET,7.29,2205567007235,2024-03-25,2024_03_25.csv,CHICKEN ENCHILADAS VERDES
JAMBON A L OS AUTH,4.62,2208488,2024-03-25,2024_03_25.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.71,2208488,2024-03-25,2024_03_25.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.68,2208488,2024-03-25,2024_03_25.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.65,2208488,2024-03-25,2024_03_25.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.65,2208488,2024-03-25,2024_03_25.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.68,2208488,2024-03-25,2024_03_25.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
BOURSIN POIVRE,3.85,317546000006,2024-03-25,2024_03_25.csv,"BOURSIN, GOURNAY CHEESE, RED CHILI PEPPER"
BOURSIN POIVRE,3.85,317546000006,2024-03-25,2024_03_25.csv,"BOURSIN, GOURNAY CHEESE, RED CHILI PEPPER"
PHILADELPHIA ORIGI,3.15,762221095556,2024-03-25,2024_03_25.csv,PHILADELPHIA ROLL
PETIT LION HOM NA,1.29,540011960123,2024-03-25,2024_03_25.csv,PETIT BISCUIT
PETIT LION HOM NA,1.29,540011960123,2024-03-25,2024_03_25.csv,PETIT BISCUIT
PETIT LION HOM NA,1.29,540011960123,2024-03-25,2024_03_25.csv,PETIT BISCUIT
2+1 GRATUIT,-1.29,540011210050,2024-03-25,2024_03_25.csv,2 IN 1 SPOUT SPRINKLE MIX
DLH BEURRE BIO,3.19,540011210050,2024-03-25,2024_03_25.csv,ZOO BIO PASTA
AUBEL BEURRE 500G,8.79,541060301789,2024-03-25,2024_03_25.csv,BUTTER
500G SP K LAIT CHO,5.49,505931902579,2024-03-25,2024_03_25_b.csv,"MILK CHOCOLATE SPOON, MILK CHOCOLATE"
500G SP K LAIT CHO,5.49,505931902579,2024-03-25,2024_03_25_b.csv,"MILK CHOCOLATE SPOON, MILK CHOCOLATE"
"1,25 KG X",5.49,2148,2024-03-25,2024_03_25_b.csv,"Knot, Garlic, 1.0 oz., 2.5 x 1"
SOMA MULTIGRAIN 40,2.49,871089902039,2024-03-25,2024_03_25_b.csv,MULTIGRAIN
CHICKEN NUGGETS,5.69,5058175100054,2024-03-25,2024_03_25_b.csv,CHICKEN NUGGETS
JAMBON A L OS AUTH,4.62,2208488,2024-03-25,2024_03_25_b.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.71,2208488,2024-03-25,2024_03_25_b.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.68,2208488,2024-03-25,2024_03_25_b.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.68,2208488,2024-03-25,2024_03_25_b.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
350G CHOCO-CARAMEL,3.19,540011369008,2024-03-25,2024_03_25_b.csv,"CHOCO CARAMEL COOKIE TARTS, CHOCO CARAMEL"
CIBOULETTE BIO,2.29,540011957593,2024-03-25,2024_03_25_b.csv,ZOO BIO PASTA
340G PAIN TOM KET,2.05,871570012205,2024-03-25,2024_03_25_b.csv,"TOM TOM SAUCE, TOM TOM"
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25_b.csv,P & P LOAF
DLL SAMOURAI TD,1.39,540011302806,2024-03-25,2024_03_25_b.csv,
DLL MAYO TD,1.25,540011300584,2024-03-25,2024_03_25_b.csv,MAYO
DLL POULES POUSS,1.19,540011123637,2024-03-25,2024_03_25_b.csv,
280G DLL ARTICH GR,3.69,540011303216,2024-03-25,2024_03_25_b.csv,BASSETTS CANDY 130.000 GR
JEUNE POUSS MIX,1.39,540011238574,2024-03-25,2024_03_25_b.csv,MIX
6 WRAPS DE BLE,1.49,540011355195,2024-03-25,2024_03_25_b.csv,TORTILLA WRAP KIT
450G DLL POIS BIOL,1.29,540011127155,2024-03-25,2024_03_25_b.csv,PEAS
DLL PAP. CUISSON,1.99,540011366622,2024-03-25,2024_03_25_b.csv,
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25_b.csv,P & P LOAF
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25_b.csv,P & P LOAF
BIO CAROTTES,2.39,540011239500,2024-03-25,2024_03_25_b.csv,ZOO BIO PASTA
CAMP FROM FR ENT,4.45,871280000060,2024-03-25,2024_03_25_b.csv,CAMP FIRE SAUCE
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25_b.csv,P & P LOAF
PATEE IL,4.59,540011352228,2024-03-25,2024_03_25_b.csv,IL PANDORO
MANGUE,2.99,540011594346,2024-03-25,2024_03_25_b.csv,MANGO
200G SM MINI TORTI,4.98,731131038417,2024-03-25,2024_03_25_b.csv,Dill Plank Sm 3/16
SALADE POULET,2.19,540011356113,2024-03-25,2024_03_25_b.csv,CHICKEN SALAD SUB ROLL W/ LETTUCE & TOMATO
DES DE POULET,7.0,2205567007006,2024-03-25,2024_03_25_b.csv,CHICKEN ENCHILADAS VERDES
BIO BANANEN,2.59,401407169271,2024-03-25,2024_03_25_b.csv,ZOO BIO PASTA
DLL YA MAIG NAT 8X,1.39,540011300584,2024-03-25,2024_03_25_b.csv,YA YA'S GREEK DRESSING
220G PAIN,1.99,2290520007094,2024-03-25,2024_03_25_b.csv,BREAD
EMINCE POULET,7.09,2290520,2024-03-25,2024_03_25_b.csv,CHICKEN
FAIREBEL 1/2 E,8.09,542502728002,2024-03-25,2024_03_25_b.csv,2 IN 1 SPOUT SPRINKLE MIX
ECHALOTES 500G,1.05,540011355008,2024-03-25,2024_03_25_b.csv,
KLEIN GREEN XL 4 STUK,4.65,541174000844,2024-03-25,2024_03_25_b.csv,BRAT XL BUNS
MYRTILLES 500GR,7.29,540011959739,2024-03-25,2024_03_25_b.csv,BLUEBERRY
EM 335G RHUBARBE,4.29,360858004773,2024-03-25,2024_03_25_b.csv,
SUZI CHOCO LAIT 8P,4.09,541012601257,2024-03-25,2024_03_25_b.csv,MILK CHOCO BLOCK
MANDARINES FEUILLE,4.04,"0,965 Kg x",2024-03-25,2024_03_25_b.csv,
NUTRI-BOOST,-6.19,0450031907142,2024-03-25,2024_03_25_b.csv,ENERGY BOOST
ELEC CHEQ REPAS,153.4,,2024-03-25,2024_03_25_b.csv,
365 HARICOTS V COU,1.29,540060101024,2024-03-30,2024_03_30.csv,GREEN BEANS
450G QUAK MEUS NOI,4.99,8710398507142,2024-03-30,2024_03_30.csv,
450G QUAK MUE MULT,3.99,8710398503244,2024-03-30,2024_03_30.csv,
75 NUVOOLA 19R BIO,15.98,540011755368,2024-03-30,2024_03_30.csv,ZOO BIO PASTA
40G DLL PATE NOI,2.55,540011369649,2024-03-30,2024_03_30.csv,PASTA
400G PATE NOI CRU,3.45,540011369650,2024-03-30,2024_03_30.csv,GRAND CRU OLIVE OIL
21EME A 1/2 PRIX,-1.5,540011369650,2024-03-30,2024_03_30.csv,A
400G PATE NOI CRU,3.45,540011369650,2024-03-30,2024_03_30.csv,GRAND CRU OLIVE OIL
21EME A 1/2 PRIX,-0.23,540011369650,2024-03-30,2024_03_30.csv,A
400G DLL PATE NOI,2.55,540011369649,2024-03-30,2024_03_30.csv,PASTA
21EME A 1/2 PRIX,-1.27,540011369650,2024-03-30,2024_03_30.csv,A
2 X,0.95,501520032506,2024-03-30,2024_03_30.csv,Pieter's Dutch Salami 2 x 50g
KIWI GROEN XL 4 STUK,4.65,541174000844,2024-03-30,2024_03_30.csv,KIWI
185G LAYS S4BL PEP,1.99,871039852422,2024-03-30,2024_03_30.csv,POTATO CHIPS
LAISE NATUREL,2.09,871039851408,2024-03-30,2024_03_30.csv,"AU NATUREL PURE HONEY GRANOLA, AU NATUREL"
3X200G THON NATURE,3.65,540011365642,2024-03-30,2024_03_30.csv,TUNA
125G D365 MAQ TOUR,1.25,540011365658,2024-03-30,2024_03_30.csv,WORLD TOUR CANDY FAN
125G D365 MAQ TOUR,1.25,540011365658,2024-03-30,2024_03_30.csv,WORLD TOUR CANDY FAN
HET TRAGSTE BROOD P,4.5,543000017740,2024-03-30,2024_03_30.csv,P & P LOAF
250G CRUNCHY BIO,4.79,805257509042,2024-03-30,2024_03_30.csv,ZOO BIO PASTA
365 HARICOTS V COU,1.29,540060101024,2024-03-30,2024_03_30.csv,GREEN BEANS
FRAISES FANTIER,8.69,54002728016,2024-03-30,2024_03_30.csv,STRAWBERRY
NUTRI-BOOST -10%,-0.86,543000017740,2024-03-30,2024_03_30.csv,ENERGY BOOST
HET TRAGSTE BROOD P,4.5,543000017740,2024-03-30,2024_03_30.csv,P & P LOAF
DLL OEUFS BIO MIX,2.95,540011210790,2024-03-30,2024_03_30.csv,ZOO BIO PASTA
NUTRI-BOOST -10%,-0.3,540011210790,2024-03-30,2024_03_30.csv,ENERGY BOOST
BIO CAROTTES,2.39,540011239500,2024-03-30,2024_03_30.csv,ZOO BIO PASTA
NUTRI-BOOST -10%,-0.24,540011210790,2024-03-30,2024_03_30.csv,ENERGY BOOST
LINDT EXCELLENCE,2.39,304692002836,2024-03-30,2024_03_30.csv,"LINDT, EXCELLENCE DARK CHOCOLATE"
LINDT EXCELLENCE,2.39,304692002836,2024-03-30,2024_03_30.csv,"LINDT, EXCELLENCE DARK CHOCOLATE"
"0,600 KG X",5.49,2145,2024-03-30,2024_03_30.csv,0
NUTRI-BOOST -10%,-0.33,540011239500,2024-03-30,2024_03_30.csv,ENERGY BOOST
BIO CAROTTES,2.39,540011239500,2024-03-30,2024_03_30.csv,ZOO BIO PASTA
NUTRI-BOOST -10%,-0.24,540011210790,2024-03-30,2024_03_30.csv,ENERGY BOOST
LINDT EXCELLENCE,2.39,304692002836,2024-03-30,2024_03_30.csv,"LINDT, EXCELLENCE DARK CHOCOLATE"
LINDT EXCELLENCE,2.39,304692002836,2024-03-30,2024_03_30.csv,"LINDT, EXCELLENCE DARK CHOCOLATE"
2145,2.49,8710398502039,2024-03-30,2024_03_30.csv,
NUTRI-BOOST -10%,-0.25,540011210790,2024-03-30,2024_03_30.csv,ENERGY BOOST
BIO BANANEN,2.59,401407169271,2024-03-30,2024_03_30.csv,ZOO BIO PASTA
AVOCAT,0.0,2205567007051,2024-03-30,2024_03_30.csv,AVOCADO
4 X,1.89,540011956824,2024-03-30,2024_03_30.csv,"4 X STICKY TOFFEE LAVA CAKES, STICKY TOFFEE"
NUTRI-BOOST -10%,-0.76,540011956824,2024-03-30,2024_03_30.csv,ENERGY BOOST
6PC POMME PINK LAD,3.99,370047661163,2024-03-30,2024_03_30.csv,"PINK LADY APPLE KOMBUCHA, PINK LADY APPLE"
NUTRI-BOOST -10%,-0.4,370047661163,2024-03-30,2024_03_30.csv,ENERGY BOOST
6PC POMME PINK LAD,3.99,370047661163,2024-03-30,2024_03_30.csv,"PINK LADY APPLE KOMBUCHA, PINK LADY APPLE"
NUTRI-BOOST -10%,-0.4,370047661163,2024-03-30,2024_03_30.csv,ENERGY BOOST
DES DE POULET,7.05,2205567007235,2024-03-30,2024_03_30.csv,CHICKEN ENCHILADAS VERDES
DES DE POULET,7.23,2205567007235,2024-03-30,2024_03_30.csv,CHICKEN ENCHILADAS VERDES
21EME A 1/2 PRIX,-3.57,2205567007204,2024-03-30,2024_03_30.csv,A
DES DE POULET,7.05,2205567007235,2024-03-30,2024_03_30.csv,CHICKEN ENCHILADAS VERDES
21EME A 1/2 PRIX,-0.04,2205567007181,2024-03-30,2024_03_30.csv,A
DES DE POULET,7.18,2205567007235,2024-03-30,2024_03_30.csv,CHICKEN ENCHILADAS VERDES
21EME A 1/2 PRIX,-3.56,2205567007051,2024-03-30,2024_03_30.csv,A
DES DE POULET,7.05,2205567007235,2024-03-30,2024_03_30.csv,CHICKEN ENCHILADAS VERDES
21EME A 1/2 PRIX,-3.58,2205567007297,2024-03-30,2024_03_30.csv,A
DES DE POULET,7.29,2205567007235,2024-03-30,2024_03_30.csv,CHICKEN ENCHILADAS VERDES
JAMBON A L OS AUTH,4.62,2208488,2024-03-30,2024_03_30.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.71,2208488,2024-03-30,2024_03_30.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.68,2208488,2024-03-30,2024_03_30.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.65,2208488,2024-03-30,2024_03_30.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.65,2208488,2024-03-30,2024_03_30.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.68,2208488,2024-03-30,2024_03_30.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
BOURSIN POIVRE,3.85,317546000006,2024-03-30,2024_03_30.csv,"BOURSIN, GOURNAY CHEESE, RED CHILI PEPPER"
BOURSIN POIVRE,3.85,317546000006,2024-03-30,2024_03_30.csv,"BOURSIN, GOURNAY CHEESE, RED CHILI PEPPER"
PHILADELPHIA ORIGI,3.15,762221095556,2024-03-30,2024_03_30.csv,PHILADELPHIA ROLL
PETIT LION HOM NA,1.29,540011960123,2024-03-30,2024_03_30.csv,PETIT BISCUIT
PETIT LION HOM NA,1.29,540011960123,2024-03-30,2024_03_30.csv,PETIT BISCUIT
PETIT LION HOM NA,1.29,540011960123,2024-03-30,2024_03_30.csv,PETIT BISCUIT
2+1 GRATUIT,-1.29,540011210050,2024-03-30,2024_03_30.csv,2 IN 1 SPOUT SPRINKLE MIX
DLH BEURRE BIO,3.19,540011210050,2024-03-30,2024_03_30.csv,ZOO BIO PASTA
AUBEL BEURRE 500G,8.79,541060301789,2024-03-30,2024_03_30.csv,BUTTER
3 MOUSQUET NOIS BIO,4.99,5407006863033,2024-04-18,2024_04_18.csv,ZOO BIO PASTA
250G CRUNCHY BIO,4.79,8025475009042,2024-04-18,2024_04_18.csv,ZOO BIO PASTA
FASTER 1/2 E,0.99,5430002280022,2024-04-18,2024_04_18.csv,2 IN 1 SPOUT SPRINKLE MIX
KROK FLOCONS LAIT,5.15,8715707119526,2024-04-18,2024_04_18.csv,MILK
AVOCAT,1.89,5400111956924,2024-04-18,2024_04_18.csv,AVOCADO
FILET POITRINE DE,10.83,2208537,2024-04-18,2024_04_18.csv,FILET MIGNON
FILET POITRINE DE,10.71,2208537,2024-04-18,2024_04_18.csv,FILET MIGNON
STEAK 1/2 PRIX,-5.39,220857000712,2024-04-18,2024_04_18.csv,BEEF T-BONE STEAK 1 1/8
DES DE POULET,7.11,2205567,2024-04-18,2024_04_18.csv,CHICKEN ENCHILADAS VERDES
DES DE POULET,7.19,2205567,2024-04-18,2024_04_18.csv,CHICKEN ENCHILADAS VERDES
DRAGAS,5.69,501232345006,2024-04-18,2024_04_18.csv,
HACHIS PORC-VEAU,5.35,2018040105934,2024-04-18,2024_04_18.csv,GROUND VEAL
HACHIS PORC-VEAU,5.38,2018040105934,2024-04-18,2024_04_18.csv,GROUND VEAL
CONCOMBRE 4PC,2.19,5400119569706,2024-04-18,2024_04_18.csv,"CUCUMBER HUMMUS, CUCUMBER"
TOMATES CERISE 1KG,6.99,5400117559532,2024-04-18,2024_04_18.csv,"CHERRY TOMATO BRUSCHETTA, CHERRY TOMATO"
HET TRAAGSTE BROOD P,4.9,543000017740,2024-04-18,2024_04_18.csv,P & P LOAF
LINDEX EXCELLENCE,2.29,3046920028366,2024-04-18,2024_04_18.csv,"LINDT, EXCELLENCE DARK CHOCOLATE"
LINDEX EXCELLENCE,2.29,3046920028366,2024-04-18,2024_04_18.csv,"LINDT, EXCELLENCE DARK CHOCOLATE"
MOZZARELLA 125GR,1.39,8000430131033,2024-04-18,2024_04_18.csv,MOZZARELLA
MOZZARELLA MAXI,2.69,8000430131033,2024-04-18,2024_04_18.csv,MOZZARELLA
MOZZARELLA 125GR,1.39,8000430131033,2024-04-18,2024_04_18.csv,MOZZARELLA
SAUMON FUME DL,5.49,5400119559426,2024-04-18,2024_04_18.csv,"DL YELLOW SUNFLOWER CAKE, YELLOW"
MOZZARELLA MAXI,2.69,8000430131033,2024-04-18,2024_04_18.csv,MOZZARELLA
MOZZARELLA 125GR,1.39,8000430131033,2024-04-18,2024_04_18.csv,MOZZARELLA
MOZZARELLA 125GR,1.39,8000430131033,2024-04-18,2024_04_18.csv,MOZZARELLA
SAUMON FUME DL,5.49,5400119559426,2024-04-18,2024_04_18.csv,"DL YELLOW SUNFLOWER CAKE, YELLOW"
POISSON NUGGETS,5.69,5410001515005,2024-04-18,2024_04_18.csv,NUGGETS
EPINARDS 500GR,2.99,5410487002344,2024-04-18,2024_04_18.csv,SPINACH
HET TRAAGSTE BROOD P,4.9,543000017740,2024-04-18,2024_04_18.csv,P & P LOAF
BISCUITS BAGUE,2.29,5410001515005,2024-04-18,2024_04_18.csv,BISCUIT
ROSETTE PURE PORC,1.99,5400112721018,2024-04-18,2024_04_18.csv,PORK
TORTELLIS BASIL,2.49,5400119755333,2024-04-18,2024_04_18.csv,BASIL
DANONE ACT FRAISES,2.49,5410146417177,2024-04-18,2024_04_18.csv,ACT II Butter
200G PETAIND JEU,1.99,5400113581328,2024-04-18,2024_04_18.csv,
DILL FOCACCIA BAS T,2.29,5400119600666,2024-04-18,2024_04_18.csv,FOCACCIA
POIVRONS MIX,2.99,5400119589876,2024-04-18,2024_04_18.csv,ORGANIC MIXED BELL PEPPER
DANONE ACT FRAISES,2.49,5410146417177,2024-04-18,2024_04_18.csv,ACT II Butter
500G MIX 7 LAIT CHO,5.79,5053991259759,2024-04-18,2024_04_18.csv,HOT SAUCE PIMENT CHO
BIO BANANES,2.59,5400119599271,2024-04-18,2024_04_18.csv,"BANANA LOWFAT YOGURT WITH PROBIOTICS, BANANA"
FRAISES 500G,4.99,5400357556006,2024-04-18,2024_04_18.csv,STRAWBERRY
AVANTAGES,-2.5,5411170008444,2024-04-18,2024_04_18.csv,
4 STUK,4.65,5411170008444,2024-04-18,2024_04_18.csv,"4 CHEESE RAVIOLI, 4 CHEESE"
FRUIT & LEGUMES,4.49,5400119599271,2024-04-18,2024_04_18.csv,"FRUIT CAKE, FRUIT"
RAISIN ROUGE SA PE,6.49,5400112336472,2024-04-18,2024_04_18.csv,"GRA PE JUICE COCKTAIL, GRAPE"
MANGUE,2.99,5400119543466,2024-04-18,2024_04_18.csv,MANGO
MANGUE,2.99,5400119543466,2024-04-18,2024_04_18.csv,MANGO
6 WRAPS DE BLE,1.49,5400119595095,2024-04-18,2024_04_18.csv,TORTILLA WRAP KIT
FAIRBEL 1/2 E,8.09,540030197142,2024-04-25,2024_04_25.csv,2 IN 1 SPOUT SPRINKLE MIX
450G NESQUIK CEREA,4.59,590002001620,2024-04-25,2024_04_25.csv,NESQUIK Vanilla Lowfat Milk 14 fl oz Bottle
DALI HUILE OLIV EX,6.99,5400101390343,2024-04-25,2024_04_25.csv,OIL
SOML BECEL HUILE,3.19,8719200020144,2024-04-25,2024_04_25.csv,OIL
100GR JEUNES POUSS,1.19,5400112363733,2024-04-25,2024_04_25.csv,
HET TRAAGSTE BROOD P,4.9,5430000174740,2024-04-25,2024_04_25.csv,P & P LOAF
HET TRAAGSTE BROOD P,4.9,5430000174740,2024-04-25,2024_04_25.csv,P & P LOAF
FAIREBEL 1/2 E,8.09,542502728002,2024-04-25,2024_04_25_b.csv,2 IN 1 SPOUT SPRINKLE MIX
NUTRI-BOOST,-0.8,450031907142,2024-04-25,2024_04_25_b.csv,ENERGY BOOST
450G NESSTIX CEREA,4.59,553000000230,2024-04-25,2024_04_25_b.csv,
500ML OLIV EX,6.99,54001370943,2024-04-25,2024_04_25_b.csv,GF MIX EX CHED PRETZ RESEAL
500ML BECEL HUILE,3.99,871920002144,2024-04-25,2024_04_25_b.csv,OIL
100GR JEUNES POUS,1.19,540011258373,2024-04-25,2024_04_25_b.csv,
NUTRI-BOOST,-0.12,450031907142,2024-04-25,2024_04_25_b.csv,ENERGY BOOST
