product_name,price,barcode,date,source_file,pyfooda_name,grams_in_name,llm_action
200GR HOUMOUS,1.99,540011238642,2024-02-22,2024_02_22.csv,,,ignore
200GR HOUMOUS,1.99,540011238642,2024-02-22,2024_02_22.csv,,,ignore
POIRES D'OLLE,1.99,5400114228424,2024-02-22,2024_02_22.csv,,,ignore
SAN MARZANO,1.99,5400114228424,2024-02-22,2024_02_22.csv,"tomatoes, crushed, canned, salt added",,match
JEUNE POUSSE MIX,1.39,540011238574,2024-02-22,2024_02_22.csv,MIX,,match
500G SP K LAIT CHO,5.49,505399SDP579,2024-02-22,2024_02_22.csv,PAIN AU LAIT,500.0,match
500G SP K LAIT CHO,5.49,505399SDP579,2024-02-22,2024_02_22.csv,PAIN AU LAIT,500.0,match
HACHIS PORC-VEAU,10.11,2040840101010,2024-02-22,2024_02_22.csv,"VEAL DUMPLINGS, VEAL",,match
HACHIS PORC-VEAU,9.73,2040840109730,2024-02-22,2024_02_22.csv,"VEAL DUMPLINGS, VEAL",,match
COURGETTES,2.33,2160,2024-02-22,2024_02_22.csv,"Squash, zucchini, raw",,match
MGA MELLO CAKE,3.09,5410155511115,2024-03-05,2024_03_05.csv,"MELLO CREME PUMPKINS, MELLO CREME",,match
HET TRAAGSTE BROOD P,4.5,5430000177046,2024-03-05,2024_03_05.csv,,,ignore
SALADE TOILET,2.19,5400111956113,2024-03-05,2024_03_05.csv,,,ignore
WRAPS DE BLE,1.49,5400111959055,2024-03-05,2024_03_05.csv,WRAPS,,match
400G NUTELLA,2.99,3017620422000,2024-03-05,2024_03_05.csv,HAZELNUT SPREAD,400.0,match
360G CRUNCHY CREAM,5.35,7612100018047,2024-03-05,2024_03_05.csv,,,ignore
250G NOCCIOLAT BIO,6.99,8055275090036,2024-03-05,2024_03_05.csv,HAZELNUT SPREAD,250.0,match
HACHIS PORC-VEAU,10.94,204084,2024-03-05,2024_03_05.csv,"VEAL DUMPLINGS, VEAL",,match
HACHIS PORC-VEAU,10.47,204084,2024-03-05,2024_03_05.csv,"VEAL DUMPLINGS, VEAL",,match
HACHIS PORC-VEAU,10.23,204084,2024-03-05,2024_03_05.csv,"VEAL DUMPLINGS, VEAL",,match
BIO BANANEN,2.65,5410111692471,2024-03-05,2024_03_05.csv,"Banana, raw",,match
HERITAGE PATÉ ZNE RON,2.15,5413326006957,2024-03-05,2024_03_05.csv,,,ignore
CONFERENCE 4PC,2.19,5400111958117,2024-03-05,2024_03_05.csv,,,ignore
HUMMUS PINK LAD,1.99,3700476116135,2024-03-05,2024_03_05.csv,,,ignore
BIO CAROTTES,2.39,5400111956500,2024-03-05,2024_03_05.csv,"Carrot, dehydrated",,match
AVOCAT,2.05,5400119562924,2024-03-05,2024_03_05.csv,"Avocados, raw, all commercial varieties",,match
MANGUE,6.18,540011956924,2024-03-05,2024_03_05.csv,MANGO,,match
CELERI VERT,2.19,5400111954346,2024-03-05,2024_03_05.csv,"Celery, raw",,match
286G FITNESS BAGUE,3.5,263,2024-03-05,2024_03_05.csv,FITNESS MIX,286.0,match
MEERGRANENSTOK.GROO,2.05,812,2024-03-05,2024_03_05.csv,,,ignore
SUZY CHOCO LAIT BP,1.29,5401026108577,2024-03-05,2024_03_05.csv,PAIN AU LAIT,,match
KIWI JAUNE 500G,3.69,5400111958117,2024-03-05,2024_03_05.csv,"Kiwifruit, green, raw",500.0,match
HET TRAAGSTE BROOD P,4.5,5430000177046,2024-03-05,2024_03_05.csv,,,ignore
HET TRAAGSTE BROOD P,4.5,5430000177046,2024-03-05,2024_03_05.csv,,,ignore
MOZZARELLA MAXI,2.69,800043013536,2024-03-05,2024_03_05.csv,MOZZARELLA,,match
MOZZARELLA 125GR,1.39,800043013530,2024-03-05,2024_03_05.csv,MOZZARELLA,125.0,match
MOZZARELLA 125GR,1.39,800043013530,2024-03-05,2024_03_05.csv,MOZZARELLA,125.0,match
MOZZARELLA 125GR,1.39,800043013530,2024-03-05,2024_03_05.csv,MOZZARELLA,125.0,match
MOZZARELLA MAXI,2.69,800043013536,2024-03-05,2024_03_05.csv,MOZZARELLA,,match
MOZZARELLA 125GR,1.39,800043013530,2024-03-05,2024_03_05.csv,MOZZARELLA,125.0,match
MOZZARELLA 125GR,1.39,800043013530,2024-03-05,2024_03_05.csv,MOZZARELLA,125.0,match
HUMMUS,1.99,540011238642,2024-03-05,2024_03_05.csv,HUMMUS,,match
HUMMUS,1.99,540011238642,2024-03-05,2024_03_05.csv,HUMMUS,,match
JAMBON CUIT AU FOU,4.02,225876004020,2024-03-05,2024_03_05.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON CUIT AU FOU,4.02,225876004020,2024-03-05,2024_03_05.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON CUIT AU FOU,4.02,225876004020,2024-03-05,2024_03_05.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON CUIT AU FOU,4.02,225876004020,2024-03-05,2024_03_05.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON CUIT AU FOU,4.05,225876004051,2024-03-05,2024_03_05.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
CREME 20 CL,0.69,540063173439,2024-03-05,2024_03_05.csv,"Cream, fluid, heavy whipping",200.0,match
CREME 20 CL,0.69,540063173439,2024-03-05,2024_03_05.csv,"Cream, fluid, heavy whipping",200.0,match
CREME 20 CL,0.69,540063173439,2024-03-05,2024_03_05.csv,"Cream, fluid, heavy whipping",200.0,match
OEUFS COLUMBUS,3.95,541049600046,2024-03-05,2024_03_05.csv,"COLUMBUS PROSCIUTTO, 3 OZ",,match
OEUFS COLUMBUS,3.95,541049600046,2024-03-05,2024_03_05.csv,"COLUMBUS PROSCIUTTO, 3 OZ",,match
FROMAGE ENTIE,1.89,871280000066,2024-03-05,2024_03_05.csv,CHEESE,,match
500G SP K LAIT CHO,5.49,505931902579,2024-03-24,2024_03_24.csv,PAIN AU LAIT,500.0,match
500G SP K LAIT CHO,5.49,505931902579,2024-03-24,2024_03_24.csv,PAIN AU LAIT,500.0,match
"1,25 KG X",5.49,2148,2024-03-24,2024_03_24.csv,,,ignore
SOMA MULTIGRAIN 40,2.49,871089902039,2024-03-24,2024_03_24.csv,MULTIGRAIN,,match
CHICKEN NUGGETS,5.69,505175100054,2024-03-24,2024_03_24.csv,CHICKEN NUGGETS,,match
JAMBON A L OS AUTH,4.62,2208488,2024-03-24,2024_03_24.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.71,2208488,2024-03-24,2024_03_24.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.68,2208488,2024-03-24,2024_03_24.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.68,2208488,2024-03-24,2024_03_24.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
350G CHOCO-CARAMEL,3.19,540011369008,2024-03-24,2024_03_24.csv,,,ignore
CIBOULETTE BIO,2.29,540011957593,2024-03-24,2024_03_24.csv,"Chives, freeze-dried",,match
340G PAIN TOM KET,2.05,871570012205,2024-03-24,2024_03_24.csv,"Bread, white, commercially prepared",340.0,match
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-24,2024_03_24.csv,,,ignore
DLL SAMOURAI TD,1.39,540011302806,2024-03-24,2024_03_24.csv,,,ignore
DLL MAYO TD,1.25,540011300584,2024-03-24,2024_03_24.csv,MAYONNAISE,,match
450G DLL POIS BIOL,1.29,540011127155,2024-03-24,2024_03_24.csv,"Peas, edible-podded, frozen, unprepared",450.0,match
DLL PAP. CUISSON,1.99,540011366622,2024-03-24,2024_03_24.csv,,,ignore
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-24,2024_03_24.csv,,,ignore
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-24,2024_03_24.csv,,,ignore
BIO CAROTTES,2.39,540011239500,2024-03-24,2024_03_24.csv,"Carrot, dehydrated",,match
CAMP FROM FR ENT,4.45,871280000060,2024-03-24,2024_03_24.csv,,,ignore
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-24,2024_03_24.csv,,,ignore
PATE DE LARD 1L,4.59,540011362228,2024-03-24,2024_03_24.csv,LARD,1000.0,match
MANGUE,2.99,540011594346,2024-03-24,2024_03_24.csv,MANGO,,match
200G SM MINI TORTI,4.98,731131038417,2024-03-24,2024_03_24.csv,MINI,200.0,match
SALADE POULET,2.19,540011356113,2024-03-24,2024_03_24.csv,CHICKEN SALAD,,match
DES DE POULET,7.0,2205567007006,2024-03-24,2024_03_24.csv,CHICKEN,,match
BIO BANANEN,2.59,401407169271,2024-03-24,2024_03_24.csv,"Banana, raw",,match
DLL YA MAIG NAT 8X,1.39,540011300584,2024-03-24,2024_03_24.csv,YOGURT,,match
220G PAIN 8X,1.39,2205020007094,2024-03-24,2024_03_24.csv,PAIN BEAUCAIRE,220.0,match
EMINCE POULET,7.09,2290520,2024-03-24,2024_03_24.csv,CHICKEN,,match
FAIREBEL 1/2 E,8.09,542502728002,2024-03-24,2024_03_24.csv,,,ignore
ECHALOTES 500G,1.05,540011355008,2024-03-24,2024_03_24.csv,SHALLOTS,500.0,match
KLEEN GREEN XL 4 STUK,4.65,541174000844,2024-03-24,2024_03_24.csv,,,ignore
MYRTILLES 500GR,7.29,540011959739,2024-03-24,2024_03_24.csv,,,ignore
EM 335G RHUBARBE,4.29,360858004773,2024-03-24,2024_03_24.csv,,,ignore
SUZI CHOCO LAIT 8P,4.09,541012601257,2024-03-24,2024_03_24.csv,PAIN AU LAIT,,match
MANDARINES FEUILLE,4.09,541012601257,2024-03-24,2024_03_24.csv,TANGERINE,,match
ELEC CHEQ REPAS,153.4,,2024-03-24,2024_03_24.csv,,,ignore
365 HARICOTS V COU,1.29,540060101024,2024-03-25,2024_03_25.csv,"Beans, snap, green, raw",365.0,match
450G QUAK MEUS NOI,4.99,8710398507142,2024-03-25,2024_03_25.csv,,,ignore
450G QUAK MUE MULT,3.99,8710398503244,2024-03-25,2024_03_25.csv,,,ignore
75 NUVOOLA 19R BIO,15.98,540011755368,2024-03-25,2024_03_25.csv,,,ignore
40G DLL PATE NOI,2.55,540011369649,2024-03-25,2024_03_25.csv,"CALVES LIVER PATE, CALVES LIVER",40.0,match
400G PATE NOI CRU,3.45,540011369650,2024-03-25,2024_03_25.csv,"CALVES LIVER PATE, CALVES LIVER",400.0,match
400G PATE NOI CRU,3.45,540011369650,2024-03-25,2024_03_25.csv,"CALVES LIVER PATE, CALVES LIVER",400.0,match
400G DLL PATE NOI,2.55,540011369649,2024-03-25,2024_03_25.csv,"CALVES LIVER PATE, CALVES LIVER",400.0,match
KIWI GROEN XL 4 STUK,4.65,541174000844,2024-03-25,2024_03_25.csv,"Kiwifruit, green, raw",,match
185G LAYS S4BL PEP,1.99,871039852422,2024-03-25,2024_03_25.csv,Lays Garlic 1.5z,185.0,match
LAISE NATUREL,2.09,871039852408,2024-03-25,2024_03_25.csv,,,ignore
3X200G THON NATURE,3.65,540011365642,2024-03-25,2024_03_25.csv,"Cherries, sour, canned, water pack, drained",600.0,match
125G D365 MAQ TOUR,1.25,540011365658,2024-03-25,2024_03_25.csv,,,ignore
125G D365 MAQ TOUR,1.25,540011365658,2024-03-25,2024_03_25.csv,,,ignore
HET TRAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25.csv,,,ignore
250G CRUNCHY BIO,4.79,805257509042,2024-03-25,2024_03_25.csv,"CRUNCHY GHERKINS, CRUNCHY",250.0,match
365 HARICOTS V COU,1.29,540060101024,2024-03-25,2024_03_25.csv,"Beans, snap, green, raw",365.0,match
FRAISES FANTIER,8.69,54002728016,2024-03-25,2024_03_25.csv,"Strawberries, raw",,match
HET TRAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25.csv,,,ignore
DLL OEUFS BIO MIX,2.95,540011210790,2024-03-25,2024_03_25.csv,EGGS,,match
BIO CAROTTES,2.39,540011239500,2024-03-25,2024_03_25.csv,"Carrot, dehydrated",,match
LINDT EXCELLENCE,2.39,304692002836,2024-03-25,2024_03_25.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
LINDT EXCELLENCE,2.39,304692002836,2024-03-25,2024_03_25.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
BIO CAROTTES,2.39,540011239500,2024-03-25,2024_03_25.csv,"Carrot, dehydrated",,match
LINDT EXCELLENCE,2.39,304692002836,2024-03-25,2024_03_25.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
LINDT EXCELLENCE,2.39,304692002836,2024-03-25,2024_03_25.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
2145,2.49,8710398502039,2024-03-25,2024_03_25.csv,,,ignore
BIO BANANEN,2.59,401407169271,2024-03-25,2024_03_25.csv,"Banana, raw",,match
AVOCAT,0.0,2205567007051,2024-03-25,2024_03_25.csv,"Avocados, raw, all commercial varieties",,match
6PC POMME PINK LAD,3.99,370047661163,2024-03-25,2024_03_25.csv,"POSTOBON, SODA, POMME MELA APPLE",,match
6PC POMME PINK LAD,3.99,370047661163,2024-03-25,2024_03_25.csv,"POSTOBON, SODA, POMME MELA APPLE",,match
DES DE POULET,7.05,2205567007235,2024-03-25,2024_03_25.csv,CHICKEN,,match
DES DE POULET,7.23,2205567007235,2024-03-25,2024_03_25.csv,CHICKEN,,match
DES DE POULET,7.05,2205567007235,2024-03-25,2024_03_25.csv,CHICKEN,,match
DES DE POULET,7.18,2205567007235,2024-03-25,2024_03_25.csv,CHICKEN,,match
DES DE POULET,7.05,2205567007235,2024-03-25,2024_03_25.csv,CHICKEN,,match
DES DE POULET,7.29,2205567007235,2024-03-25,2024_03_25.csv,CHICKEN,,match
JAMBON A L OS AUTH,4.62,2208488,2024-03-25,2024_03_25.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.71,2208488,2024-03-25,2024_03_25.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.68,2208488,2024-03-25,2024_03_25.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.65,2208488,2024-03-25,2024_03_25.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.65,2208488,2024-03-25,2024_03_25.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.68,2208488,2024-03-25,2024_03_25.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
BOURSIN POIVRE,3.85,317546000006,2024-03-25,2024_03_25.csv,"Breadsticks, soft, NFS",,match
BOURSIN POIVRE,3.85,317546000006,2024-03-25,2024_03_25.csv,"Breadsticks, soft, NFS",,match
PHILADELPHIA ORIGI,3.15,762221095556,2024-03-25,2024_03_25.csv,PHILADELPHIA CREAM CHEESE-SOFT PLAIN,,match
PETIT LION HOM NA,1.29,540011960123,2024-03-25,2024_03_25.csv,,,ignore
PETIT LION HOM NA,1.29,540011960123,2024-03-25,2024_03_25.csv,,,ignore
PETIT LION HOM NA,1.29,540011960123,2024-03-25,2024_03_25.csv,,,ignore
DLH BEURRE BIO,3.19,540011210050,2024-03-25,2024_03_25.csv,"BUTTER, SALTED",,match
AUBEL BEURRE 500G,8.79,541060301789,2024-03-25,2024_03_25.csv,BEURRE D'ISIGNY,500.0,match
500G SP K LAIT CHO,5.49,505931902579,2024-03-25,2024_03_25_b.csv,PAIN AU LAIT,500.0,match
500G SP K LAIT CHO,5.49,505931902579,2024-03-25,2024_03_25_b.csv,PAIN AU LAIT,500.0,match
"1,25 KG X",5.49,2148,2024-03-25,2024_03_25_b.csv,,,ignore
SOMA MULTIGRAIN 40,2.49,871089902039,2024-03-25,2024_03_25_b.csv,MULTIGRAIN,,match
CHICKEN NUGGETS,5.69,5058175100054,2024-03-25,2024_03_25_b.csv,CHICKEN NUGGETS,,match
JAMBON A L OS AUTH,4.62,2208488,2024-03-25,2024_03_25_b.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.71,2208488,2024-03-25,2024_03_25_b.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.68,2208488,2024-03-25,2024_03_25_b.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.68,2208488,2024-03-25,2024_03_25_b.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
350G CHOCO-CARAMEL,3.19,540011369008,2024-03-25,2024_03_25_b.csv,,,ignore
CIBOULETTE BIO,2.29,540011957593,2024-03-25,2024_03_25_b.csv,"Chives, freeze-dried",,match
340G PAIN TOM KET,2.05,871570012205,2024-03-25,2024_03_25_b.csv,"Bread, white, commercially prepared",340.0,match
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25_b.csv,,,ignore
DLL SAMOURAI TD,1.39,540011302806,2024-03-25,2024_03_25_b.csv,,,ignore
DLL MAYO TD,1.25,540011300584,2024-03-25,2024_03_25_b.csv,MAYONNAISE,,match
DLL POULES POUSS,1.19,540011123637,2024-03-25,2024_03_25_b.csv,,,ignore
280G DLL ARTICH GR,3.69,540011303216,2024-03-25,2024_03_25_b.csv,"Artichokes, (globe or french), raw",280.0,match
JEUNE POUSS MIX,1.39,540011238574,2024-03-25,2024_03_25_b.csv,MIX,,match
6 WRAPS DE BLE,1.49,540011355195,2024-03-25,2024_03_25_b.csv,WRAPS,,match
450G DLL POIS BIOL,1.29,540011127155,2024-03-25,2024_03_25_b.csv,"Peas, edible-podded, frozen, unprepared",450.0,match
DLL PAP. CUISSON,1.99,540011366622,2024-03-25,2024_03_25_b.csv,,,ignore
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25_b.csv,,,ignore
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25_b.csv,,,ignore
BIO CAROTTES,2.39,540011239500,2024-03-25,2024_03_25_b.csv,"Carrot, dehydrated",,match
CAMP FROM FR ENT,4.45,871280000060,2024-03-25,2024_03_25_b.csv,,,ignore
HET TRAAGSTE BROOD P,4.5,543000017740,2024-03-25,2024_03_25_b.csv,,,ignore
PATEE IL,4.59,540011352228,2024-03-25,2024_03_25_b.csv,,,ignore
MANGUE,2.99,540011594346,2024-03-25,2024_03_25_b.csv,MANGO,,match
200G SM MINI TORTI,4.98,731131038417,2024-03-25,2024_03_25_b.csv,MINI,200.0,match
SALADE POULET,2.19,540011356113,2024-03-25,2024_03_25_b.csv,CHICKEN SALAD,,match
DES DE POULET,7.0,2205567007006,2024-03-25,2024_03_25_b.csv,CHICKEN,,match
BIO BANANEN,2.59,401407169271,2024-03-25,2024_03_25_b.csv,"Banana, raw",,match
DLL YA MAIG NAT 8X,1.39,540011300584,2024-03-25,2024_03_25_b.csv,YOGURT,,match
220G PAIN,1.99,2290520007094,2024-03-25,2024_03_25_b.csv,PAIN BEAUCAIRE,220.0,match
EMINCE POULET,7.09,2290520,2024-03-25,2024_03_25_b.csv,CHICKEN,,match
FAIREBEL 1/2 E,8.09,542502728002,2024-03-25,2024_03_25_b.csv,,,ignore
ECHALOTES 500G,1.05,540011355008,2024-03-25,2024_03_25_b.csv,SHALLOTS,500.0,match
KLEIN GREEN XL 4 STUK,4.65,541174000844,2024-03-25,2024_03_25_b.csv,,,ignore
MYRTILLES 500GR,7.29,540011959739,2024-03-25,2024_03_25_b.csv,,,ignore
EM 335G RHUBARBE,4.29,360858004773,2024-03-25,2024_03_25_b.csv,,,ignore
SUZI CHOCO LAIT 8P,4.09,541012601257,2024-03-25,2024_03_25_b.csv,PAIN AU LAIT,,match
MANDARINES FEUILLE,4.04,"0,965 Kg x",2024-03-25,2024_03_25_b.csv,TANGERINE,,match
ELEC CHEQ REPAS,153.4,,2024-03-25,2024_03_25_b.csv,,,ignore
365 HARICOTS V COU,1.29,540060101024,2024-03-30,2024_03_30.csv,"Beans, snap, green, raw",365.0,match
450G QUAK MEUS NOI,4.99,8710398507142,2024-03-30,2024_03_30.csv,,,ignore
450G QUAK MUE MULT,3.99,8710398503244,2024-03-30,2024_03_30.csv,,,ignore
75 NUVOOLA 19R BIO,15.98,540011755368,2024-03-30,2024_03_30.csv,,,ignore
40G DLL PATE NOI,2.55,540011369649,2024-03-30,2024_03_30.csv,"CALVES LIVER PATE, CALVES LIVER",40.0,match
400G PATE NOI CRU,3.45,540011369650,2024-03-30,2024_03_30.csv,"CALVES LIVER PATE, CALVES LIVER",400.0,match
400G PATE NOI CRU,3.45,540011369650,2024-03-30,2024_03_30.csv,"CALVES LIVER PATE, CALVES LIVER",400.0,match
400G DLL PATE NOI,2.55,540011369649,2024-03-30,2024_03_30.csv,"CALVES LIVER PATE, CALVES LIVER",400.0,match
KIWI GROEN XL 4 STUK,4.65,541174000844,2024-03-30,2024_03_30.csv,"Kiwifruit, green, raw",,match
185G LAYS S4BL PEP,1.99,871039852422,2024-03-30,2024_03_30.csv,Lays Garlic 1.5z,185.0,match
LAISE NATUREL,2.09,871039851408,2024-03-30,2024_03_30.csv,,,ignore
3X200G THON NATURE,3.65,540011365642,2024-03-30,2024_03_30.csv,"Cherries, sour, canned, water pack, drained",600.0,match
125G D365 MAQ TOUR,1.25,540011365658,2024-03-30,2024_03_30.csv,,,ignore
125G D365 MAQ TOUR,1.25,540011365658,2024-03-30,2024_03_30.csv,,,ignore
HET TRAGSTE BROOD P,4.5,543000017740,2024-03-30,2024_03_30.csv,,,ignore
250G CRUNCHY BIO,4.79,805257509042,2024-03-30,2024_03_30.csv,"CRUNCHY GHERKINS, CRUNCHY",250.0,match
365 HARICOTS V COU,1.29,540060101024,2024-03-30,2024_03_30.csv,"Beans, snap, green, raw",365.0,match
FRAISES FANTIER,8.69,54002728016,2024-03-30,2024_03_30.csv,"Strawberries, raw",,match
HET TRAGSTE BROOD P,4.5,543000017740,2024-03-30,2024_03_30.csv,,,ignore
DLL OEUFS BIO MIX,2.95,540011210790,2024-03-30,2024_03_30.csv,EGGS,,match
BIO CAROTTES,2.39,540011239500,2024-03-30,2024_03_30.csv,"Carrot, dehydrated",,match
LINDT EXCELLENCE,2.39,304692002836,2024-03-30,2024_03_30.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
LINDT EXCELLENCE,2.39,304692002836,2024-03-30,2024_03_30.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
BIO CAROTTES,2.39,540011239500,2024-03-30,2024_03_30.csv,"Carrot, dehydrated",,match
LINDT EXCELLENCE,2.39,304692002836,2024-03-30,2024_03_30.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
LINDT EXCELLENCE,2.39,304692002836,2024-03-30,2024_03_30.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
2145,2.49,8710398502039,2024-03-30,2024_03_30.csv,,,ignore
BIO BANANEN,2.59,401407169271,2024-03-30,2024_03_30.csv,"Banana, raw",,match
AVOCAT,0.0,2205567007051,2024-03-30,2024_03_30.csv,"Avocados, raw, all commercial varieties",,match
6PC POMME PINK LAD,3.99,370047661163,2024-03-30,2024_03_30.csv,"POSTOBON, SODA, POMME MELA APPLE",,match
6PC POMME PINK LAD,3.99,370047661163,2024-03-30,2024_03_30.csv,"POSTOBON, SODA, POMME MELA APPLE",,match
DES DE POULET,7.05,2205567007235,2024-03-30,2024_03_30.csv,CHICKEN,,match
DES DE POULET,7.23,2205567007235,2024-03-30,2024_03_30.csv,CHICKEN,,match
DES DE POULET,7.05,2205567007235,2024-03-30,2024_03_30.csv,CHICKEN,,match
DES DE POULET,7.18,2205567007235,2024-03-30,2024_03_30.csv,CHICKEN,,match
DES DE POULET,7.05,2205567007235,2024-03-30,2024_03_30.csv,CHICKEN,,match
DES DE POULET,7.29,2205567007235,2024-03-30,2024_03_30.csv,CHICKEN,,match
JAMBON A L OS AUTH,4.62,2208488,2024-03-30,2024_03_30.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.71,2208488,2024-03-30,2024_03_30.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.68,2208488,2024-03-30,2024_03_30.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.65,2208488,2024-03-30,2024_03_30.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.65,2208488,2024-03-30,2024_03_30.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
JAMBON A L OS AUTH,4.68,2208488,2024-03-30,2024_03_30.csv,"JAMBON DE PARIS HAM, JAMBON DE PARIS",,match
BOURSIN POIVRE,3.85,317546000006,2024-03-30,2024_03_30.csv,"Breadsticks, soft, NFS",,match
BOURSIN POIVRE,3.85,317546000006,2024-03-30,2024_03_30.csv,"Breadsticks, soft, NFS",,match
PHILADELPHIA ORIGI,3.15,762221095556,2024-03-30,2024_03_30.csv,PHILADELPHIA CREAM CHEESE-SOFT PLAIN,,match
PETIT LION HOM NA,1.29,540011960123,2024-03-30,2024_03_30.csv,,,ignore
PETIT LION HOM NA,1.29,540011960123,2024-03-30,2024_03_30.csv,,,ignore
PETIT LION HOM NA,1.29,540011960123,2024-03-30,2024_03_30.csv,,,ignore
DLH BEURRE BIO,3.19,540011210050,2024-03-30,2024_03_30.csv,"BUTTER, SALTED",,match
AUBEL BEURRE 500G,8.79,541060301789,2024-03-30,2024_03_30.csv,BEURRE D'ISIGNY,500.0,match
3 MOUSQUET NOIS BIO,4.99,5407006863033,2024-04-18,2024_04_18.csv,HAZELNUT,,match
250G CRUNCHY BIO,4.79,8025475009042,2024-04-18,2024_04_18.csv,"CRUNCHY GHERKINS, CRUNCHY",250.0,match
FASTER 1/2 E,0.99,5430002280022,2024-04-18,2024_04_18.csv,,,ignore
KROK FLOCONS LAIT,5.15,8715707119526,2024-04-18,2024_04_18.csv,,,ignore
AVOCAT,1.89,5400111956924,2024-04-18,2024_04_18.csv,"Avocados, raw, all commercial varieties",,match
FILET POITRINE DE,10.83,2208537,2024-04-18,2024_04_18.csv,CHICKEN BREAST,,match
FILET POITRINE DE,10.71,2208537,2024-04-18,2024_04_18.csv,CHICKEN BREAST,,match
DES DE POULET,7.11,2205567,2024-04-18,2024_04_18.csv,CHICKEN,,match
DES DE POULET,7.19,2205567,2024-04-18,2024_04_18.csv,CHICKEN,,match
DRAGAS,5.69,501232345006,2024-04-18,2024_04_18.csv,,,ignore
HACHIS PORC-VEAU,5.35,2018040105934,2024-04-18,2024_04_18.csv,"VEAL DUMPLINGS, VEAL",,match
HACHIS PORC-VEAU,5.38,2018040105934,2024-04-18,2024_04_18.csv,"VEAL DUMPLINGS, VEAL",,match
CONCOMBRE 4PC,2.19,5400119569706,2024-04-18,2024_04_18.csv,,,ignore
TOMATES CERISE 1KG,6.99,5400117559532,2024-04-18,2024_04_18.csv,"CHERRY TOMATO BRUSCHETTA, CHERRY TOMATO",1000.0,match
HET TRAAGSTE BROOD P,4.9,543000017740,2024-04-18,2024_04_18.csv,,,ignore
LINDEX EXCELLENCE,2.29,3046920028366,2024-04-18,2024_04_18.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
LINDEX EXCELLENCE,2.29,3046920028366,2024-04-18,2024_04_18.csv,"LINDT, EXCELLENCE DARK CHOCOLATE",,match
MOZZARELLA 125GR,1.39,8000430131033,2024-04-18,2024_04_18.csv,MOZZARELLA,125.0,match
MOZZARELLA MAXI,2.69,8000430131033,2024-04-18,2024_04_18.csv,MOZZARELLA,,match
